Transaction_ID,Timestamp,Account_ID,Amount,Transaction_Type,Merchant_Category,Channel,Currency,Balance_Before,Balance_After,Country_Code,Device_ID,Beneficiary_ID,Is_Anomaly,Scenario_Type
TXN_00000028,2023-01-02 10:49:15,ACC_00146,41.04,WITHDRAWAL,ATM,MOBILE,USD,9017.57,3639.28,CA,DEV_000849,BEN_001547,0,NORMAL
TXN_00000029,2023-01-02 12:38:56,ACC_00156,7.7,WITHDRAWAL,OTHER,ATM,USD,25781.71,985.16,FR,DEV_001393,BEN_001450,0,NORMAL
TXN_00000030,2023-01-02 13:20:45,ACC_00413,140.93,CREDIT,DIGITAL,ATM,USD,6027.34,46898.27,US,DEV_000780,BEN_000387,0,NORMAL
TXN_00000031,2023-01-02 13:57:25,ACC_00016,516.21,WITHDRAWAL,GROCERY,BRANCH,USD,14044.81,13647.99,DE,DEV_001364,BEN_001540,0,NORMAL
TXN_00000032,2023-01-02 14:14:46,ACC_00355,44.29,DEBIT,DIGITAL,BRANCH,USD,34330.47,19077.62,DE,DEV_000866,BEN_002927,0,NORMAL
TXN_00000033,2023-01-02 16:05:56,ACC_00047,152.64,DEBIT,ATM,WEB,USD,3978.96,34136.45,US,DEV_001592,BEN_001702,0,NORMAL
TXN_00000034,2023-01-02 16:12:51,ACC_00251,13.71,WITHDRAWAL,DIGITAL,BRANCH,USD,33151.69,11891.56,US,DEV_001585,BEN_002761,0,NORMAL
TXN_00000035,2023-01-02 17:02:25,ACC_00187,155.81,CREDIT,RETAIL,MOBILE,USD,45050.47,36680.26,GB,DEV_000948,BEN_002504,0,NORMAL
TXN_00000036,2023-01-02 18:29:59,ACC_00031,56.15,DEBIT,ATM,WEB,USD,48471.58,22966.28,SG,DEV_001931,BEN_000162,0,NORMAL
TXN_00000037,2023-01-03 00:40:11,ACC_00260,36.06,WITHDRAWAL,TRAVEL,WEB,USD,10909.95,42844.83,DE,DEV_000539,BEN_002799,0,NORMAL
TXN_00000038,2023-01-03 02:22:40,ACC_00421,36.15,TRANSFER,DIGITAL,ATM,USD,37470.01,13999.18,SG,DEV_001982,BEN_001439,0,NORMAL
TXN_00000039,2023-01-03 02:51:02,ACC_00017,56.13,CREDIT,OTHER,ATM,USD,46325.89,10270.74,DE,DEV_000905,BEN_000616,0,NORMAL
TXN_00000040,2023-01-03 04:09:31,ACC_00039,142.44,CREDIT,GROCERY,WEB,USD,4659.33,41601.25,US,DEV_001106,BEN_000339,0,NORMAL
TXN_00000041,2023-01-03 04:31:13,ACC_00304,18.64,CREDIT,DIGITAL,ATM,USD,20759.78,16383.67,IN,DEV_001766,BEN_001061,0,NORMAL
TXN_00000042,2023-01-03 05:27:38,ACC_00430,55.89,TRANSFER,GROCERY,ATM,USD,45978.55,20652.25,GB,DEV_000548,BEN_001964,0,NORMAL
TXN_00000043,2023-01-03 06:56:15,ACC_00474,85.65,DEBIT,RETAIL,ATM,USD,10219.1,39706.02,FR,DEV_001966,BEN_002107,0,NORMAL
TXN_00000044,2023-01-03 10:50:30,ACC_00432,24.07,CREDIT,TRAVEL,WEB,USD,46694.66,31815.27,GB,DEV_001756,BEN_002924,0,NORMAL
TXN_00000045,2023-01-03 12:21:54,ACC_00039,777.43,WITHDRAWAL,OTHER,WEB,USD,26406.88,22142.12,GB,DEV_000468,BEN_001244,0,NORMAL
TXN_00000046,2023-01-03 14:24:55,ACC_00489,32.32,CREDIT,ATM,WEB,USD,5084.66,12569.54,DE,DEV_001398,BEN_002409,0,NORMAL
TXN_00000047,2023-01-03 14:34:41,ACC_00132,40.31,WITHDRAWAL,ATM,MOBILE,USD,22548.88,38233.63,US,DEV_000234,BEN_002834,0,NORMAL
TXN_00000048,2023-01-03 14:36:31,ACC_00030,27.83,CREDIT,TRAVEL,WEB,USD,16380.43,9103.51,US,DEV_001181,BEN_002073,0,NORMAL
TXN_00000049,2023-01-03 16:56:22,ACC_00158,779.13,WITHDRAWAL,RETAIL,ATM,USD,14181.99,46421.15,SG,DEV_001988,BEN_001930,0,NORMAL
TXN_00000050,2023-01-03 17:00:00,ACC_00278,174.77,WITHDRAWAL,RETAIL,WEB,USD,27119.63,7600.77,US,DEV_000079,BEN_002501,0,NORMAL
TXN_00000051,2023-01-03 17:51:08,ACC_00203,29.26,WITHDRAWAL,DIGITAL,MOBILE,USD,24231.28,40266.19,GB,DEV_001321,BEN_002073,0,NORMAL
TXN_00000052,2023-01-03 19:59:21,ACC_00066,339.5,TRANSFER,RETAIL,ATM,USD,24150.16,21270.02,SG,DEV_001260,BEN_001108,0,NORMAL
TXN_00000053,2023-01-03 20:08:20,ACC_00108,114.53,TRANSFER,DIGITAL,BRANCH,USD,4498.27,9381.71,SG,DEV_001564,BEN_002296,0,NORMAL
TXN_00000054,2023-01-03 23:48:37,ACC_00268,122.57,TRANSFER,GROCERY,WEB,USD,40135.68,20178.71,GB,DEV_001216,BEN_002997,0,NORMAL
TXN_00000055,2023-01-04 00:15:16,ACC_00222,59.54,DEBIT,TRAVEL,WEB,USD,24123.82,11155.44,IN,DEV_001000,BEN_001546,0,NORMAL
TXN_00000056,2023-01-04 01:23:57,ACC_00292,36.62,WITHDRAWAL,GROCERY,BRANCH,USD,41063.2,6886.08,CA,DEV_001688,BEN_002225,0,NORMAL
TXN_00000057,2023-01-04 03:30:36,ACC_00018,135.01,DEBIT,GROCERY,ATM,USD,41247.27,12033.85,FR,DEV_001637,BEN_002173,0,NORMAL
TXN_00000058,2023-01-04 03:52:26,ACC_00090,46.8,TRANSFER,GROCERY,WEB,USD,15925.05,43383.18,CA,DEV_001936,BEN_000166,0,NORMAL
TXN_00000059,2023-01-04 05:21:35,ACC_00181,796.4,WITHDRAWAL,GROCERY,MOBILE,USD,316.88,5386.53,IN,DEV_000790,BEN_002025,0,NORMAL
TXN_00000060,2023-01-04 05:33:35,ACC_00255,19.63,DEBIT,ATM,ATM,USD,45571.16,48629.73,FR,DEV_001071,BEN_000126,0,NORMAL
TXN_00000061,2023-01-04 06:17:34,ACC_00455,568.72,TRANSFER,RETAIL,WEB,USD,38058.67,349.42,SG,DEV_000529,BEN_000882,0,NORMAL
TXN_00000062,2023-01-04 06:22:20,ACC_00253,78.76,DEBIT,TRAVEL,ATM,USD,5451.87,32946.08,CA,DEV_000897,BEN_001838,0,NORMAL
TXN_00000063,2023-01-04 07:21:51,ACC_00257,128.88,DEBIT,TRAVEL,WEB,USD,35116.18,42839.95,CA,DEV_001439,BEN_000070,0,NORMAL
TXN_00000064,2023-01-04 07:53:55,ACC_00383,244.64,TRANSFER,OTHER,BRANCH,USD,1099.16,46704.49,CA,DEV_000345,BEN_002042,0,NORMAL
TXN_00000065,2023-01-04 08:13:10,ACC_00442,42.25,WITHDRAWAL,GROCERY,WEB,USD,1485.18,7284.88,CA,DEV_001548,BEN_000523,0,NORMAL
TXN_00000066,2023-01-04 08:14:19,ACC_00346,253.94,CREDIT,TRAVEL,ATM,USD,26338.58,34940.6,GB,DEV_000276,BEN_001424,0,NORMAL
TXN_00000067,2023-01-04 08:18:54,ACC_00087,3.49,CREDIT,DIGITAL,WEB,USD,4892.27,5456.73,FR,DEV_000403,BEN_002720,0,NORMAL
TXN_00000068,2023-01-04 08:49:58,ACC_00090,37.94,DEBIT,TRAVEL,WEB,USD,48220.39,17695.31,IN,DEV_001285,BEN_001410,0,NORMAL
TXN_00000069,2023-01-04 10:14:23,ACC_00237,29.7,DEBIT,GROCERY,ATM,USD,44702.18,36623.13,CA,DEV_000254,BEN_002023,0,NORMAL
TXN_00000070,2023-01-04 10:59:43,ACC_00390,20.0,DEBIT,TRAVEL,WEB,USD,32525.62,17364.06,CA,DEV_001039,BEN_002901,0,NORMAL
TXN_00000071,2023-01-04 11:56:26,ACC_00070,69.55,WITHDRAWAL,RETAIL,WEB,USD,3279.08,15737.4,IN,DEV_001001,BEN_002982,0,NORMAL
TXN_00000072,2023-01-04 13:43:37,ACC_00044,143.01,DEBIT,GROCERY,ATM,USD,16309.28,5891.13,US,DEV_000537,BEN_002233,0,NORMAL
TXN_00000073,2023-01-04 16:26:48,ACC_00200,209.18,DEBIT,ATM,BRANCH,USD,18648.98,3415.26,GB,DEV_000163,BEN_001101,0,NORMAL
TXN_00000074,2023-01-04 17:41:58,ACC_00152,120.19,DEBIT,RETAIL,MOBILE,USD,24095.9,5852.37,DE,DEV_001132,BEN_001095,0,NORMAL
TXN_00000075,2023-01-04 18:55:59,ACC_00086,40.49,TRANSFER,TRAVEL,MOBILE,USD,8528.25,43786.19,US,DEV_001847,BEN_001140,0,NORMAL
TXN_00000076,2023-01-04 23:35:26,ACC_00019,140.16,CREDIT,ATM,MOBILE,USD,28917.83,658.81,IN,DEV_000063,BEN_002371,0,NORMAL
TXN_00000077,2023-01-05 07:13:36,ACC_00101,104.5,CREDIT,OTHER,MOBILE,USD,21844.96,34674.01,DE,DEV_000243,BEN_000015,0,NORMAL
TXN_00000078,2023-01-05 08:39:54,ACC_00402,276.79,TRANSFER,RETAIL,MOBILE,USD,47370.12,38454.35,CA,DEV_000303,BEN_002900,0,NORMAL
TXN_00000079,2023-01-05 09:17:19,ACC_00095,228.68,WITHDRAWAL,OTHER,MOBILE,USD,46816.14,28437.63,FR,DEV_000963,BEN_002490,0,NORMAL
TXN_00000080,2023-01-05 11:45:52,ACC_00254,93.37,WITHDRAWAL,DIGITAL,ATM,USD,28317.15,36565.69,SG,DEV_001140,BEN_001539,0,NORMAL
TXN_00000081,2023-01-05 11:47:56,ACC_00357,30.67,WITHDRAWAL,RETAIL,ATM,USD,32253.03,32648.26,DE,DEV_000320,BEN_001082,0,NORMAL
TXN_00000082,2023-01-05 12:31:59,ACC_00030,41.12,TRANSFER,ATM,ATM,USD,6976.04,22832.37,SG,DEV_001046,BEN_002447,0,NORMAL
TXN_00000083,2023-01-05 14:28:30,ACC_00249,46.54,CREDIT,OTHER,WEB,USD,11243.83,19197.25,SG,DEV_001488,BEN_000700,0,NORMAL
TXN_00000084,2023-01-05 14:31:31,ACC_00426,61.66,CREDIT,DIGITAL,BRANCH,USD,45045.7,47072.47,DE,DEV_001487,BEN_000771,0,NORMAL
TXN_00000085,2023-01-05 15:51:30,ACC_00033,124.17,DEBIT,OTHER,BRANCH,USD,34988.38,48599.71,DE,DEV_000965,BEN_001711,0,NORMAL
TXN_00000086,2023-01-05 15:52:12,ACC_00458,212.34,CREDIT,TRAVEL,MOBILE,USD,9552.57,32598.44,SG,DEV_000490,BEN_002625,0,NORMAL
TXN_00000087,2023-01-05 15:56:20,ACC_00229,84.66,WITHDRAWAL,GROCERY,MOBILE,USD,28553.49,9945.21,FR,DEV_000618,BEN_001461,0,NORMAL
TXN_00000088,2023-01-05 15:58:39,ACC_00012,91.78,WITHDRAWAL,OTHER,ATM,USD,46744.59,22450.17,US,DEV_001869,BEN_000916,0,NORMAL
TXN_00000089,2023-01-05 16:02:02,ACC_00118,106.91,DEBIT,TRAVEL,BRANCH,USD,17324.04,24877.22,GB,DEV_000842,BEN_001035,0,NORMAL
TXN_00000090,2023-01-05 16:55:47,ACC_00350,48.47,DEBIT,GROCERY,WEB,USD,9372.44,37922.71,FR,DEV_001360,BEN_001817,0,NORMAL
TXN_00000091,2023-01-05 17:19:34,ACC_00155,29.65,CREDIT,GROCERY,WEB,USD,47107.06,33422.08,US,DEV_000383,BEN_002239,0,NORMAL
TXN_00000092,2023-01-05 21:01:20,ACC_00423,10.95,DEBIT,ATM,ATM,USD,23117.14,25789.24,CA,DEV_001154,BEN_001540,0,NORMAL
TXN_00000093,2023-01-05 21:19:41,ACC_00393,39.09,DEBIT,DIGITAL,MOBILE,USD,20920.38,34050.19,US,DEV_001150,BEN_002899,0,NORMAL
TXN_00000094,2023-01-05 21:39:30,ACC_00246,158.82,TRANSFER,DIGITAL,BRANCH,USD,13451.6,1300.44,DE,DEV_000370,BEN_002108,0,NORMAL
TXN_00000095,2023-01-05 21:50:26,ACC_00405,38.73,CREDIT,RETAIL,WEB,USD,44590.11,38854.1,US,DEV_000740,BEN_000156,0,NORMAL
TXN_00000096,2023-01-05 21:55:28,ACC_00332,67.67,WITHDRAWAL,TRAVEL,MOBILE,USD,42296.28,10660.45,SG,DEV_001395,BEN_001019,0,NORMAL
TXN_00000097,2023-01-06 00:57:57,ACC_00247,157.55,TRANSFER,ATM,BRANCH,USD,20209.22,32854.82,US,DEV_000409,BEN_002517,0,NORMAL
TXN_00000098,2023-01-06 02:03:59,ACC_00029,168.15,WITHDRAWAL,OTHER,WEB,USD,1627.6,5787.27,SG,DEV_000829,BEN_001700,0,NORMAL
TXN_00000099,2023-01-06 03:02:19,ACC_00161,24.64,DEBIT,TRAVEL,MOBILE,USD,22387.91,5811.6,CA,DEV_000261,BEN_001616,0,NORMAL
TXN_00000100,2023-01-06 03:03:51,ACC_00235,297.81,DEBIT,OTHER,WEB,USD,9124.82,1879.32,CA,DEV_000028,BEN_002977,0,NORMAL
TXN_00000101,2023-01-06 03:19:05,ACC_00190,348.22,WITHDRAWAL,OTHER,MOBILE,USD,7222.43,45520.62,US,DEV_000849,BEN_000315,0,NORMAL
TXN_00000102,2023-01-06 03:38:21,ACC_00117,23.2,TRANSFER,OTHER,MOBILE,USD,19715.37,30267.48,FR,DEV_000450,BEN_001709,0,NORMAL
TXN_00000103,2023-01-06 04:32:25,ACC_00271,33.49,TRANSFER,RETAIL,MOBILE,USD,5043.94,18161.9,SG,DEV_000527,BEN_001203,0,NORMAL
TXN_00000104,2023-01-06 04:49:55,ACC_00258,375.89,TRANSFER,RETAIL,BRANCH,USD,47877.48,39410.11,CA,DEV_000183,BEN_001070,0,NORMAL
TXN_00000105,2023-01-06 07:18:18,ACC_00180,75.47,DEBIT,ATM,ATM,USD,2472.21,31341.5,DE,DEV_000376,BEN_000768,0,NORMAL
TXN_00000106,2023-01-06 07:59:56,ACC_00487,6.27,CREDIT,RETAIL,MOBILE,USD,20128.34,31042.02,SG,DEV_001830,BEN_002180,0,NORMAL
TXN_00000107,2023-01-06 08:58:30,ACC_00373,16.78,DEBIT,ATM,MOBILE,USD,8218.86,24403.44,FR,DEV_001943,BEN_002459,0,NORMAL
TXN_00000108,2023-01-06 09:26:22,ACC_00172,66.74,WITHDRAWAL,RETAIL,WEB,USD,34471.68,495.55,IN,DEV_000210,BEN_000136,0,NORMAL
TXN_00000109,2023-01-06 09:43:30,ACC_00438,22.29,TRANSFER,DIGITAL,WEB,USD,4032.69,12997.28,US,DEV_000526,BEN_000617,0,NORMAL
TXN_00000110,2023-01-06 14:31:13,ACC_00274,54.81,CREDIT,ATM,BRANCH,USD,27385.6,5542.93,IN,DEV_000032,BEN_000814,0,NORMAL
TXN_00000111,2023-01-06 16:23:19,ACC_00259,93.59,TRANSFER,DIGITAL,ATM,USD,38677.76,33154.25,SG,DEV_000044,BEN_002952,0,NORMAL
TXN_00000112,2023-01-06 16:23:56,ACC_00135,520.46,DEBIT,DIGITAL,WEB,USD,47507.99,12506.18,DE,DEV_001478,BEN_002009,0,NORMAL
TXN_00000113,2023-01-06 16:24:32,ACC_00171,63.53,CREDIT,ATM,BRANCH,USD,34956.53,22563.32,DE,DEV_001372,BEN_002074,0,NORMAL
TXN_00000114,2023-01-06 16:27:14,ACC_00210,326.05,CREDIT,TRAVEL,BRANCH,USD,5064.64,17736.17,FR,DEV_000886,BEN_002561,0,NORMAL
TXN_00000115,2023-01-06 17:29:15,ACC_00236,499.95,DEBIT,GROCERY,BRANCH,USD,4517.18,7245.62,US,DEV_000116,BEN_002539,0,NORMAL
TXN_00000116,2023-01-06 18:12:42,ACC_00422,503.29,TRANSFER,RETAIL,MOBILE,USD,36606.74,47922.67,DE,DEV_001659,BEN_000766,0,NORMAL
TXN_00000117,2023-01-06 18:34:23,ACC_00421,126.69,TRANSFER,OTHER,ATM,USD,10844.94,46677.62,IN,DEV_000372,BEN_001981,0,NORMAL
TXN_00000118,2023-01-06 19:12:37,ACC_00186,8.53,TRANSFER,RETAIL,ATM,USD,22417.24,4321.95,SG,DEV_001490,BEN_000468,0,NORMAL
TXN_00000119,2023-01-06 20:40:53,ACC_00417,156.49,DEBIT,OTHER,ATM,USD,48833.39,41385.53,IN,DEV_000995,BEN_002770,0,NORMAL
TXN_00000120,2023-01-06 20:49:55,ACC_00364,316.74,WITHDRAWAL,TRAVEL,MOBILE,USD,41013.35,24469.85,CA,DEV_000442,BEN_001063,0,NORMAL
TXN_00000121,2023-01-06 22:45:53,ACC_00443,81.67,WITHDRAWAL,GROCERY,MOBILE,USD,42345.01,38709.42,CA,DEV_000614,BEN_002953,0,NORMAL
TXN_00000122,2023-01-06 23:59:09,ACC_00095,730.33,TRANSFER,TRAVEL,WEB,USD,43052.42,7642.74,FR,DEV_001028,BEN_000027,0,NORMAL
TXN_00000123,2023-01-07 02:51:54,ACC_00378,252.6,CREDIT,GROCERY,WEB,USD,31015.31,6700.48,SG,DEV_001395,BEN_000198,0,NORMAL
TXN_00000124,2023-01-07 03:05:25,ACC_00011,178.03,WITHDRAWAL,ATM,WEB,USD,37222.3,44548.8,SG,DEV_001726,BEN_002964,0,NORMAL
TXN_00000125,2023-01-07 03:43:51,ACC_00068,331.51,TRANSFER,ATM,BRANCH,USD,18012.15,44901.19,SG,DEV_001009,BEN_000998,0,NORMAL
TXN_00000126,2023-01-07 04:13:54,ACC_00379,134.3,WITHDRAWAL,OTHER,ATM,USD,49922.47,23349.02,CA,DEV_001468,BEN_002790,0,NORMAL
TXN_00000127,2023-01-07 05:04:04,ACC_00210,4.52,TRANSFER,DIGITAL,MOBILE,USD,14053.15,43520.87,SG,DEV_001739,BEN_001988,0,NORMAL
TXN_00000128,2023-01-07 05:26:17,ACC_00196,49.45,WITHDRAWAL,DIGITAL,WEB,USD,29541.37,33406.2,GB,DEV_000238,BEN_001347,0,NORMAL
TXN_00000129,2023-01-07 05:37:25,ACC_00369,378.65,WITHDRAWAL,OTHER,BRANCH,USD,14174.88,9331.99,US,DEV_000059,BEN_002070,0,NORMAL
TXN_00000130,2023-01-07 06:25:29,ACC_00098,34.15,CREDIT,ATM,MOBILE,USD,5692.35,16514.82,DE,DEV_001355,BEN_001097,0,NORMAL
TXN_00000131,2023-01-07 08:32:28,ACC_00093,68.84,CREDIT,OTHER,BRANCH,USD,28422.53,6889.43,DE,DEV_000925,BEN_001720,0,NORMAL
TXN_00000132,2023-01-07 08:33:59,ACC_00472,25.69,WITHDRAWAL,DIGITAL,BRANCH,USD,17732.1,38720.04,FR,DEV_000915,BEN_000441,0,NORMAL
TXN_00000133,2023-01-07 08:50:22,ACC_00022,765.64,TRANSFER,OTHER,BRANCH,USD,29202.64,49264.01,FR,DEV_001681,BEN_001974,0,NORMAL
TXN_00000134,2023-01-07 10:03:14,ACC_00450,677.08,CREDIT,ATM,ATM,USD,27978.06,27364.28,DE,DEV_001540,BEN_000392,0,NORMAL
TXN_00000135,2023-01-07 11:16:21,ACC_00172,31.17,DEBIT,TRAVEL,MOBILE,USD,27158.61,32827.63,CA,DEV_001964,BEN_001671,0,NORMAL
TXN_00000136,2023-01-07 12:51:25,ACC_00383,107.42,CREDIT,RETAIL,MOBILE,USD,6252.73,37330.02,FR,DEV_000772,BEN_001356,0,NORMAL
TXN_00000137,2023-01-07 13:14:48,ACC_00134,39.78,WITHDRAWAL,ATM,BRANCH,USD,22065.02,11290.53,GB,DEV_000955,BEN_000001,0,NORMAL
TXN_00000138,2023-01-07 14:27:31,ACC_00426,188.28,WITHDRAWAL,OTHER,ATM,USD,40619.0,16866.46,FR,DEV_001420,BEN_002486,0,NORMAL
TXN_00000139,2023-01-07 14:38:27,ACC_00025,165.94,DEBIT,ATM,BRANCH,USD,15825.66,20674.83,CA,DEV_001777,BEN_000908,0,NORMAL
TXN_00000140,2023-01-07 14:47:30,ACC_00185,238.42,CREDIT,ATM,WEB,USD,22247.19,29769.96,US,DEV_000303,BEN_002256,0,NORMAL
TXN_00000141,2023-01-07 16:35:10,ACC_00085,134.06,WITHDRAWAL,DIGITAL,MOBILE,USD,24742.2,42539.58,GB,DEV_001927,BEN_000014,0,NORMAL
TXN_00000142,2023-01-07 16:42:06,ACC_00055,3048.75,DEBIT,OTHER,MOBILE,USD,43150.29,12784.76,FR,DEV_000981,BEN_001246,0,NORMAL
TXN_00000143,2023-01-07 18:05:10,ACC_00251,26.22,DEBIT,DIGITAL,ATM,USD,32814.43,23597.35,US,DEV_000481,BEN_002027,0,NORMAL
TXN_00000144,2023-01-07 20:37:12,ACC_00144,11.56,TRANSFER,OTHER,MOBILE,USD,5100.11,37601.54,US,DEV_000229,BEN_000244,0,NORMAL
TXN_00000145,2023-01-07 21:09:17,ACC_00351,56.16,CREDIT,DIGITAL,MOBILE,USD,43272.03,4460.51,IN,DEV_001164,BEN_001299,0,NORMAL
TXN_00000146,2023-01-07 22:05:04,ACC_00398,13.71,CREDIT,DIGITAL,MOBILE,USD,41620.09,25693.38,DE,DEV_001863,BEN_001613,0,NORMAL
TXN_00000147,2023-01-08 00:10:09,ACC_00167,15.01,CREDIT,TRAVEL,ATM,USD,37706.93,7304.55,CA,DEV_000054,BEN_000108,0,NORMAL
TXN_00000148,2023-01-08 01:46:53,ACC_00412,27.07,WITHDRAWAL,ATM,BRANCH,USD,23356.3,27003.53,DE,DEV_000442,BEN_001354,0,NORMAL
TXN_00000149,2023-01-08 08:33:25,ACC_00224,29.77,DEBIT,TRAVEL,MOBILE,USD,37901.51,38414.36,IN,DEV_000575,BEN_001647,0,NORMAL
TXN_00000150,2023-01-08 09:44:32,ACC_00220,28.63,TRANSFER,DIGITAL,BRANCH,USD,23989.23,11923.68,CA,DEV_001167,BEN_000125,0,NORMAL
TXN_00000151,2023-01-08 11:48:16,ACC_00179,167.65,CREDIT,TRAVEL,ATM,USD,36857.51,42488.97,IN,DEV_001957,BEN_001117,0,NORMAL
TXN_00000152,2023-01-08 12:19:10,ACC_00119,49.04,TRANSFER,ATM,BRANCH,USD,44017.5,16806.73,US,DEV_001592,BEN_000412,0,NORMAL
TXN_00000153,2023-01-08 13:13:36,ACC_00433,72.57,TRANSFER,ATM,WEB,USD,44538.03,9620.16,FR,DEV_000585,BEN_000237,0,NORMAL
TXN_00000154,2023-01-08 14:46:43,ACC_00265,263.24,DEBIT,DIGITAL,MOBILE,USD,22783.47,23319.64,CA,DEV_001121,BEN_002808,0,NORMAL
TXN_00000155,2023-01-08 16:34:28,ACC_00442,35.89,CREDIT,ATM,ATM,USD,42981.2,43816.15,CA,DEV_001894,BEN_002703,0,NORMAL
TXN_00000156,2023-01-08 17:05:26,ACC_00429,65.53,TRANSFER,TRAVEL,ATM,USD,5162.72,3539.76,US,DEV_000592,BEN_000209,0,NORMAL
