Anomaly_ID,Customer_ID,Transaction_ID,CDR_IDs,IPDR_IDs,Scenario_Type,Difficulty,Source_Scope,Bank_Anomaly,CDR_Anomaly,IPDR_Anomaly,Amount_Anomaly,Time_Anomaly,Beneficiary_Anomaly,Velocity_Anomaly,Call_Anomaly,Device_Anomaly,Location_Anomaly,Network_Anomaly,Injected_Signals,Is_Suspicious
ANOMB25244B655D,100006937,TXN250727AWC7KE,CDR202600081106,,REPEATED_CALLS_BEFORE_TRANSACTION,EASY,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM988270C0502,100003031,ATM2501044L2E4F,CDR202600000347,,REPEATED_CALLS_BEFORE_TRANSACTION,MEDIUM,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOMB0D7DBC8B9D,100006403,ATM250410UCORGO,CDR202600066763,,CALL_THEN_HIGH_VALUE_TRANSFER,HARD,BANK_CDR,1,1,0,1,0,0,0,1,0,0,0,Amount|Call,1
ANOME39A0AA0409,100002655,UPI250521CTJGQP,CDR202600082605,,CALL_THEN_HIGH_VALUE_TRANSFER,EASY,BANK_CDR,1,1,0,1,0,0,0,1,0,0,0,Amount|Call,1
ANOM4CECF6DB929,100005129,TXN250112FKKPD4,CDR202600023538,,CALL_THEN_NEW_BENEFICIARY,HARD,BANK_CDR,1,1,0,0,0,1,0,1,0,0,0,Call|Beneficiary,1
ANOM2C2FBE9E01F,100000846,ATM2512262NKAX8,CDR202600058448,,CALL_THEN_NEW_BENEFICIARY,HARD,BANK_CDR,1,1,0,0,0,1,0,1,0,0,0,Call|Beneficiary,1
ANOM8FBD72E48D6,100002053,TXN250811YJKZ1G,CDR202600011266,,REPEATED_CALLS_BEFORE_TRANSACTION,HARD,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOMCD409729D00,100006261,ATM25112612QB3E,CDR202600032641,,CALL_THEN_HIGH_VALUE_TRANSFER,HARD,BANK_CDR,1,1,0,1,0,0,0,1,0,0,0,Amount|Call,1
ANOMFB2906C1ED4,100001516,UPI250130EXG8TR,CDR202600046735,,UNUSUAL_CALL_BEFORE_TRANSACTION,EASY,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM105329B3EA0,100002699,UPI2511146IJAZ0,CDR202600027125,,CALL_THEN_NEW_BENEFICIARY,HARD,BANK_CDR,1,1,0,0,0,1,0,1,0,0,0,Call|Beneficiary,1
ANOM8D35B0B1478,100004411,ATM2501145903KL,CDR202600025314,,REPEATED_CALLS_BEFORE_TRANSACTION,EASY,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM6ED023AB016,100002377,ATM2506217LSH1A,CDR202600016589,,CALL_THEN_HIGH_VALUE_TRANSFER,MEDIUM,BANK_CDR,1,1,0,1,0,0,0,1,0,0,0,Amount|Call,1
ANOM1D15A480B1D,100006152,TXN251014LOIX2Q,CDR202600015967,,CALL_THEN_NEW_BENEFICIARY,EASY,BANK_CDR,1,1,0,0,0,1,0,1,0,0,0,Call|Beneficiary,1
ANOMF0C29B39D32,100000942,IMPS250516QN6CKG,CDR202600073966,,CALL_THEN_NEW_BENEFICIARY,EASY,BANK_CDR,1,1,0,0,0,1,0,1,0,0,0,Call|Beneficiary,1
ANOMECBF15B81A1,100006405,IMPS250201I2K3WO,CDR202600083972,,CALL_THEN_NEW_BENEFICIARY,HARD,BANK_CDR,1,1,0,0,0,1,0,1,0,0,0,Call|Beneficiary,1
ANOM79BEE1CB1B0,100006981,UPI250310PDLLE1,CDR202600024056,IPDR202600043313|IPDR202600086301,NETWORK_SESSION_BURST_AROUND_TRANSACTION,HARD,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOM6A171C2E4D0,100001808,TXN2503091PM563,CDR202600059043,IPDR202600105881,UNUSUAL_LOCATION_CONTEXT,HARD,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,0,1,0,Location,1
ANOM04DB1A0DC51,100002446,ATM250204VTNYYM,CDR202600044001,IPDR202600123414,NETWORK_SESSION_BURST_AROUND_TRANSACTION,HARD,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOM6D59720261F,100005711,TXN250930RXPN51,CDR202600014278,IPDR202600037685,NETWORK_SESSION_BURST_AROUND_TRANSACTION,MEDIUM,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOMD0AFA2355F1,100006261,UPI250107G1KVR6,CDR202600039895,IPDR202600042206|IPDR202600091483,NETWORK_SESSION_BURST_AROUND_TRANSACTION,HARD,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOM22A6B736F9E,100004621,UPI251017LSQT43,CDR202600023852,IPDR202600003063|IPDR202600111247|IPDR202600125729,UNUSUAL_LOCATION_CONTEXT,EASY,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,0,1,0,Location,1
ANOMBD52D3BDD3E,100006663,ATM250325YAZ26A,CDR202600026140,IPDR202600004864,NEW_DEVICE_AROUND_TRANSACTION,EASY,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,1,0,0,Device,1
ANOM5A9175A33E0,100000095,ATM251117EOS0YP,CDR202600000744,IPDR202600120971,NETWORK_SESSION_BURST_AROUND_TRANSACTION,HARD,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOM0E1CC28AE11,100002661,UPI250423DTD7ON,CDR202600037024,IPDR202600145469,UNUSUAL_LOCATION_CONTEXT,HARD,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,0,1,0,Location,1
ANOM2A4042B2F63,100005139,IMPS250120TA57AG,CDR202600082790,IPDR202600090138|IPDR202600105262|IPDR202600136449,NEW_DEVICE_AROUND_TRANSACTION,HARD,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,1,0,0,Device,1
ANOM5AC8D97D0CC,100004076,TXN2506022NKO6X,CDR202600020018,IPDR202600116794,NETWORK_SESSION_BURST_AROUND_TRANSACTION,MEDIUM,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOMB3900943EF7,100006525,ATM250128S41TPC,CDR202600067091,IPDR202600010679|IPDR202600011384|IPDR202600020485,UNUSUAL_LOCATION_CONTEXT,MEDIUM,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,0,1,0,Location,1
ANOM00FCE314F96,100003350,UPI250523CAZ4XA,CDR202600049427,IPDR202600069837,NEW_DEVICE_AROUND_TRANSACTION,MEDIUM,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,1,0,0,Device,1
ANOM0B68BDCCDA3,100006049,ATM2501066F7761,CDR202600018380,IPDR202600014832|IPDR202600047394|IPDR202600054321,UNUSUAL_LOCATION_CONTEXT,MEDIUM,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,0,1,0,Location,1
ANOM78AFB13787F,100000875,IMPS251124MKROI4,CDR202600089973,IPDR202600062549|IPDR202600078365|IPDR202600079782,NETWORK_SESSION_BURST_AROUND_TRANSACTION,MEDIUM,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOM5904EA9AA4D,100006312,ATM250502SMSNDS,CDR202600057248,IPDR202600026884,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,HARD,BANK_CDR_IPDR,1,1,1,1,1,1,0,1,1,1,1,Network|Device|Beneficiary|Time|Call|Amount|Location,1
ANOM395903B8C5E,100003535,ATM250619MIDQ1F,CDR202600016645,IPDR202600103453,NEW_DEVICE_AROUND_TRANSACTION,MEDIUM,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,1,0,0,Device,1
ANOM47B6C7BA9C6,100000048,UPI251207W4CDO0,CDR202600075541,IPDR202600081125|IPDR202600097707|IPDR202600109873,NEW_DEVICE_AROUND_TRANSACTION,EASY,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,1,0,0,Device,1
ANOM2A803659399,100006780,UPI250309AJEFZR,CDR202600029636,IPDR202600063741|IPDR202600109133,NETWORK_SESSION_BURST_AROUND_TRANSACTION,HARD,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOM4CEA0EAD45C,100003421,ATM250411N1Q3W2,CDR202600031763,IPDR202600098657|IPDR202600136281,NETWORK_SESSION_BURST_AROUND_TRANSACTION,MEDIUM,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOME303F1A0CAA,100006522,ATM250817P84V53,CDR202600007393,IPDR202600015688|IPDR202600069565,UNUSUAL_LOCATION_CONTEXT,HARD,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,0,1,0,Location,1
ANOM7C7B5DB857F,100005938,UPI2501158QBA3J,CDR202600069951,IPDR202600092834,NETWORK_SESSION_BURST_AROUND_TRANSACTION,EASY,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOM9ED2C3F06CE,100006561,ATM2508137LKYOP,CDR202600051745,IPDR202600055536,UNUSUAL_LOCATION_CONTEXT,HARD,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,0,1,0,Location,1
ANOM3B7F0EF0A70,100004407,UPI250418CWY2Z4,CDR202600068981,IPDR202600028368,NETWORK_SESSION_BURST_AROUND_TRANSACTION,EASY,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOMA57F1AD8D28,100006949,UPI250609O1XD6H,CDR202600015464,IPDR202600044229,NETWORK_SESSION_BURST_AROUND_TRANSACTION,HARD,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOMB3647D98830,100004962,ATM2502155TPY6M,CDR202600065179,IPDR202600026758|IPDR202600145278,UNUSUAL_LOCATION_CONTEXT,EASY,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,0,1,0,Location,1
ANOM728923F2E56,100002117,TXN250324T5WAHG,CDR202600083993,IPDR202600011077|IPDR202600044999,NETWORK_SESSION_BURST_AROUND_TRANSACTION,HARD,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOMFF943D7A211,100003295,ATM25072933DISY,CDR202600084598,IPDR202600037266,UNUSUAL_LOCATION_CONTEXT,MEDIUM,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,0,1,0,Location,1
ANOM3114F02FD90,100002640,TXN250423A0MI02,CDR202600037180,IPDR202600129911|IPDR202600134411,NEW_DEVICE_AROUND_TRANSACTION,MEDIUM,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,1,0,0,Device,1
ANOMAFBA40A8B13,100001202,TXN250929R1QANB,CDR202600005492,IPDR202600118385,NEW_DEVICE_AROUND_TRANSACTION,MEDIUM,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,1,0,0,Device,1
ANOM5ADA6B2E0A5,100006110,ATM250819ZWJ52L,CDR202600003799,IPDR202600001267|IPDR202600020907,NEW_DEVICE_AROUND_TRANSACTION,MEDIUM,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,1,0,0,Device,1
ANOMAF5A32EBCFD,100001065,TXN250406PNVE4X,CDR202600047418,IPDR202600137642,UNUSUAL_LOCATION_CONTEXT,MEDIUM,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,0,1,0,Location,1
