Transaction_ID,Is_Anomaly,Scenario_Type,Anomaly_ID,Injected_Signals,Severity
TXN_00000348,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_12331,SYNTHETIC,MEDIUM
TXN_00000353,1,NETWORK_SESSION_BURST_AROUND_TRANSACTION,ANM_48473,SYNTHETIC,LOW
TXN_00000367,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_17967,SYNTHETIC,LOW
TXN_00000369,1,ODD_HOUR_TRANSACTION,ANM_54959,SYNTHETIC,MEDIUM
TXN_00000372,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_19388,SYNTHETIC,CRITICAL
TXN_00000376,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_90450,SYNTHETIC,LOW
TXN_00000380,1,NEW_DEVICE_AROUND_TRANSACTION,ANM_89008,SYNTHETIC,LOW
TXN_00000386,1,NETWORK_SESSION_BURST_AROUND_TRANSACTION,ANM_49821,SYNTHETIC,LOW
TXN_00000407,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_74323,SYNTHETIC,LOW
TXN_00000409,1,REPEATED_CALLS_BEFORE_TRANSACTION,ANM_77956,SYNTHETIC,CRITICAL
TXN_00000412,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_69116,SYNTHETIC,LOW
TXN_00000416,1,IMSI_IMEI_PAIR_NOVELTY,ANM_62836,SYNTHETIC,LOW
TXN_00000417,1,CALL_THEN_NEW_BENEFICIARY,ANM_44557,SYNTHETIC,MEDIUM
TXN_00000422,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_31632,SYNTHETIC,LOW
TXN_00000423,1,CALL_THEN_NEW_BENEFICIARY,ANM_43804,SYNTHETIC,MEDIUM
TXN_00000449,1,NETWORK_SESSION_BURST_AROUND_TRANSACTION,ANM_85850,SYNTHETIC,HIGH
TXN_00000479,1,CUSTOMER_RELATIVE_AMOUNT_SPIKE,ANM_53796,SYNTHETIC,HIGH
TXN_00000485,1,NETWORK_SESSION_BURST_AROUND_TRANSACTION,ANM_91661,SYNTHETIC,MEDIUM
TXN_00000505,1,IMSI_IMEI_PAIR_NOVELTY,ANM_14925,SYNTHETIC,MEDIUM
TXN_00000512,1,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,ANM_89466,SYNTHETIC,CRITICAL
TXN_00000514,1,NEW_BENEFICIARY,ANM_75989,SYNTHETIC,CRITICAL
TXN_00000515,1,ODD_HOUR_TRANSACTION,ANM_66226,SYNTHETIC,LOW
TXN_00000518,1,IMSI_IMEI_PAIR_NOVELTY,ANM_89916,SYNTHETIC,MEDIUM
TXN_00000520,1,AMOUNT_VELOCITY_SPIKE,ANM_88045,SYNTHETIC,MEDIUM
TXN_00000527,1,IMSI_IMEI_PAIR_NOVELTY,ANM_39767,SYNTHETIC,MEDIUM
TXN_00000557,1,CALL_THEN_NEW_BENEFICIARY,ANM_34910,SYNTHETIC,LOW
TXN_00000563,1,TRANSACTION_BURST,ANM_38042,SYNTHETIC,CRITICAL
TXN_00000570,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_70502,SYNTHETIC,CRITICAL
TXN_00000574,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_87321,SYNTHETIC,HIGH
TXN_00000577,1,CUSTOMER_RELATIVE_AMOUNT_SPIKE,ANM_13401,SYNTHETIC,HIGH
TXN_00000578,1,CUSTOMER_RELATIVE_AMOUNT_SPIKE,ANM_52664,SYNTHETIC,CRITICAL
TXN_00000583,1,UNUSUAL_CALL_BEFORE_TRANSACTION,ANM_62670,SYNTHETIC,LOW
TXN_00000589,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_69885,SYNTHETIC,MEDIUM
TXN_00000590,1,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,ANM_80451,SYNTHETIC,LOW
TXN_00000593,1,CALL_THEN_NEW_BENEFICIARY,ANM_48614,SYNTHETIC,HIGH
TXN_00000610,1,NETWORK_SESSION_BURST_AROUND_TRANSACTION,ANM_92284,SYNTHETIC,LOW
TXN_00000613,1,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,ANM_91294,SYNTHETIC,HIGH
TXN_00000618,1,AMOUNT_VELOCITY_SPIKE,ANM_92441,SYNTHETIC,MEDIUM
TXN_00000619,1,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,ANM_35187,SYNTHETIC,MEDIUM
TXN_00000623,1,UNUSUAL_LOCATION_CONTEXT,ANM_94871,SYNTHETIC,CRITICAL
TXN_00000629,1,REPEATED_CALLS_BEFORE_TRANSACTION,ANM_72666,SYNTHETIC,CRITICAL
TXN_00000633,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_34193,SYNTHETIC,MEDIUM
TXN_00000639,1,REPEATED_CALLS_BEFORE_TRANSACTION,ANM_10541,SYNTHETIC,MEDIUM
TXN_00000640,1,UNUSUAL_CALL_BEFORE_TRANSACTION,ANM_87483,SYNTHETIC,HIGH
TXN_00000645,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_27003,SYNTHETIC,CRITICAL
TXN_00000652,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_56438,SYNTHETIC,CRITICAL
TXN_00000658,1,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,ANM_76817,SYNTHETIC,MEDIUM
TXN_00000662,1,NEW_BENEFICIARY,ANM_19719,SYNTHETIC,CRITICAL
TXN_00000664,1,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,ANM_55886,SYNTHETIC,MEDIUM
TXN_00000670,1,AMOUNT_VELOCITY_SPIKE,ANM_61599,SYNTHETIC,LOW
TXN_00000686,1,ODD_HOUR_TRANSACTION,ANM_41606,SYNTHETIC,HIGH
TXN_00000687,1,CALL_THEN_NEW_BENEFICIARY,ANM_94851,SYNTHETIC,HIGH
TXN_00000694,1,CALL_THEN_NEW_BENEFICIARY,ANM_55547,SYNTHETIC,MEDIUM
TXN_00000696,1,NETWORK_SESSION_BURST_AROUND_TRANSACTION,ANM_82799,SYNTHETIC,LOW
TXN_00000701,1,NETWORK_SESSION_BURST_AROUND_TRANSACTION,ANM_34529,SYNTHETIC,LOW
TXN_00000703,1,IMSI_IMEI_PAIR_NOVELTY,ANM_15625,SYNTHETIC,MEDIUM
TXN_00000712,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_46066,SYNTHETIC,LOW
TXN_00000718,1,NETWORK_SESSION_BURST_AROUND_TRANSACTION,ANM_77342,SYNTHETIC,CRITICAL
TXN_00000723,1,CUSTOMER_RELATIVE_AMOUNT_SPIKE,ANM_54892,SYNTHETIC,MEDIUM
TXN_00000725,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_14966,SYNTHETIC,CRITICAL
TXN_00000729,1,REPEATED_CALLS_BEFORE_TRANSACTION,ANM_23675,SYNTHETIC,HIGH
TXN_00000741,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_69477,SYNTHETIC,CRITICAL
TXN_00000745,1,ODD_HOUR_TRANSACTION,ANM_44836,SYNTHETIC,CRITICAL
TXN_00000747,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_69129,SYNTHETIC,MEDIUM
TXN_00000753,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_13088,SYNTHETIC,CRITICAL
TXN_00000755,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_58715,SYNTHETIC,MEDIUM
TXN_00000756,1,UNUSUAL_CALL_BEFORE_TRANSACTION,ANM_32002,SYNTHETIC,HIGH
TXN_00000758,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_24328,SYNTHETIC,LOW
TXN_00000760,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_64994,SYNTHETIC,MEDIUM
TXN_00000779,1,REPEATED_CALLS_BEFORE_TRANSACTION,ANM_35591,SYNTHETIC,MEDIUM
TXN_00000780,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_64973,SYNTHETIC,HIGH
TXN_00000781,1,NETWORK_SESSION_BURST_AROUND_TRANSACTION,ANM_29519,SYNTHETIC,CRITICAL
TXN_00000782,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_21973,SYNTHETIC,LOW
TXN_00000783,1,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,ANM_75830,SYNTHETIC,CRITICAL
TXN_00000789,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_80816,SYNTHETIC,MEDIUM
TXN_00000792,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_26049,SYNTHETIC,HIGH
TXN_00000795,1,NETWORK_SESSION_BURST_AROUND_TRANSACTION,ANM_11926,SYNTHETIC,MEDIUM
TXN_00000808,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_31988,SYNTHETIC,LOW
TXN_00000836,1,CALL_THEN_NEW_BENEFICIARY,ANM_36690,SYNTHETIC,CRITICAL
TXN_00000844,1,ODD_HOUR_TRANSACTION,ANM_74872,SYNTHETIC,MEDIUM
TXN_00000850,1,IMSI_IMEI_PAIR_NOVELTY,ANM_49232,SYNTHETIC,HIGH
TXN_00000855,1,NEW_BENEFICIARY,ANM_71449,SYNTHETIC,LOW
TXN_00000860,1,UNUSUAL_LOCATION_CONTEXT,ANM_78875,SYNTHETIC,LOW
TXN_00000864,1,CALL_THEN_NEW_BENEFICIARY,ANM_77534,SYNTHETIC,LOW
TXN_00000872,1,REPEATED_CALLS_BEFORE_TRANSACTION,ANM_61237,SYNTHETIC,LOW
TXN_00000873,1,IMSI_IMEI_PAIR_NOVELTY,ANM_13652,SYNTHETIC,CRITICAL
TXN_00000877,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_33816,SYNTHETIC,CRITICAL
TXN_00000879,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_45399,SYNTHETIC,LOW
TXN_00000880,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_21949,SYNTHETIC,LOW
TXN_00000896,1,IMSI_IMEI_PAIR_NOVELTY,ANM_61487,SYNTHETIC,MEDIUM
TXN_00000899,1,ODD_HOUR_TRANSACTION,ANM_63136,SYNTHETIC,CRITICAL
TXN_00000900,1,CALL_THEN_NEW_BENEFICIARY,ANM_90379,SYNTHETIC,CRITICAL
TXN_00000904,1,IMSI_IMEI_PAIR_NOVELTY,ANM_78617,SYNTHETIC,HIGH
TXN_00000910,1,UNUSUAL_LOCATION_CONTEXT,ANM_12588,SYNTHETIC,HIGH
TXN_00000931,1,NEW_BENEFICIARY,ANM_94789,SYNTHETIC,CRITICAL
TXN_00000950,1,AMOUNT_VELOCITY_SPIKE,ANM_53569,SYNTHETIC,MEDIUM
TXN_00000964,1,NEW_BENEFICIARY,ANM_32559,SYNTHETIC,MEDIUM
TXN_00000979,1,UNUSUAL_LOCATION_CONTEXT,ANM_70051,SYNTHETIC,LOW
TXN_00000983,1,ODD_HOUR_TRANSACTION,ANM_74719,SYNTHETIC,MEDIUM
TXN_00000995,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_27986,SYNTHETIC,MEDIUM
TXN_00001005,1,ODD_HOUR_TRANSACTION,ANM_75792,SYNTHETIC,MEDIUM
TXN_00001024,1,NEW_DEVICE_AROUND_TRANSACTION,ANM_12995,SYNTHETIC,MEDIUM
TXN_00001029,1,IMSI_IMEI_PAIR_NOVELTY,ANM_53488,SYNTHETIC,MEDIUM
TXN_00001036,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_30747,SYNTHETIC,MEDIUM
TXN_00001039,1,CUSTOMER_RELATIVE_AMOUNT_SPIKE,ANM_10391,SYNTHETIC,HIGH
TXN_00001043,1,NEW_DEVICE_AROUND_TRANSACTION,ANM_84931,SYNTHETIC,LOW
TXN_00001050,1,NEW_BENEFICIARY,ANM_50666,SYNTHETIC,MEDIUM
TXN_00001078,1,AMOUNT_VELOCITY_SPIKE,ANM_75644,SYNTHETIC,LOW
TXN_00001084,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_76085,SYNTHETIC,MEDIUM
TXN_00001100,1,ODD_HOUR_TRANSACTION,ANM_57802,SYNTHETIC,MEDIUM
TXN_00001101,1,UNUSUAL_CALL_BEFORE_TRANSACTION,ANM_32128,SYNTHETIC,CRITICAL
TXN_00001104,1,UNUSUAL_CALL_BEFORE_TRANSACTION,ANM_40730,SYNTHETIC,LOW
TXN_00001106,1,AMOUNT_VELOCITY_SPIKE,ANM_41946,SYNTHETIC,MEDIUM
TXN_00001109,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_85063,SYNTHETIC,CRITICAL
TXN_00001110,1,REPEATED_CALLS_BEFORE_TRANSACTION,ANM_78438,SYNTHETIC,HIGH
TXN_00001120,1,IMSI_IMEI_PAIR_NOVELTY,ANM_97189,SYNTHETIC,MEDIUM
TXN_00001126,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_69363,SYNTHETIC,LOW
TXN_00001131,1,NEW_BENEFICIARY,ANM_86150,SYNTHETIC,LOW
TXN_00001133,1,UNUSUAL_CALL_BEFORE_TRANSACTION,ANM_44089,SYNTHETIC,MEDIUM
TXN_00001153,1,TRANSACTION_BURST,ANM_87603,SYNTHETIC,CRITICAL
TXN_00001166,1,NEW_DEVICE_AROUND_TRANSACTION,ANM_12376,SYNTHETIC,HIGH
TXN_00001172,1,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,ANM_64746,SYNTHETIC,HIGH
TXN_00001182,1,CALL_THEN_NEW_BENEFICIARY,ANM_61576,SYNTHETIC,HIGH
TXN_00001187,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_88783,SYNTHETIC,CRITICAL
TXN_00001203,1,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,ANM_29598,SYNTHETIC,HIGH
TXN_00001212,1,NETWORK_SESSION_BURST_AROUND_TRANSACTION,ANM_80655,SYNTHETIC,HIGH
TXN_00001219,1,CUSTOMER_RELATIVE_AMOUNT_SPIKE,ANM_83271,SYNTHETIC,HIGH
TXN_00001221,1,NEW_DEVICE_AROUND_TRANSACTION,ANM_90214,SYNTHETIC,HIGH
TXN_00001223,1,AMOUNT_VELOCITY_SPIKE,ANM_55143,SYNTHETIC,LOW
TXN_00001231,1,NEW_BENEFICIARY,ANM_50845,SYNTHETIC,CRITICAL
TXN_00001242,1,UNUSUAL_CALL_BEFORE_TRANSACTION,ANM_40082,SYNTHETIC,HIGH
TXN_00001244,1,UNUSUAL_LOCATION_CONTEXT,ANM_13375,SYNTHETIC,CRITICAL
TXN_00001250,1,AMOUNT_VELOCITY_SPIKE,ANM_53924,SYNTHETIC,HIGH
TXN_00001252,1,NEW_DEVICE_AROUND_TRANSACTION,ANM_52705,SYNTHETIC,LOW
TXN_00001261,1,ODD_HOUR_TRANSACTION,ANM_57604,SYNTHETIC,MEDIUM
TXN_00001265,1,AMOUNT_VELOCITY_SPIKE,ANM_34631,SYNTHETIC,CRITICAL
TXN_00001267,1,UNUSUAL_LOCATION_CONTEXT,ANM_50356,SYNTHETIC,MEDIUM
TXN_00001272,1,CUSTOMER_RELATIVE_AMOUNT_SPIKE,ANM_11271,SYNTHETIC,HIGH
TXN_00001276,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_60260,SYNTHETIC,MEDIUM
TXN_00001294,1,TRANSACTION_BURST,ANM_69577,SYNTHETIC,HIGH
TXN_00001302,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_57806,SYNTHETIC,LOW
TXN_00001308,1,TRANSACTION_BURST,ANM_43341,SYNTHETIC,HIGH
TXN_00001320,1,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,ANM_66422,SYNTHETIC,LOW
TXN_00001321,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_85641,SYNTHETIC,CRITICAL
TXN_00001323,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_83458,SYNTHETIC,CRITICAL
TXN_00001325,1,NEW_BENEFICIARY,ANM_94558,SYNTHETIC,HIGH
TXN_00001356,1,TRANSACTION_BURST,ANM_65251,SYNTHETIC,MEDIUM
TXN_00001360,1,CUSTOMER_RELATIVE_AMOUNT_SPIKE,ANM_79504,SYNTHETIC,LOW
TXN_00001365,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_27218,SYNTHETIC,MEDIUM
TXN_00001370,1,NEW_DEVICE_AROUND_TRANSACTION,ANM_36439,SYNTHETIC,MEDIUM
TXN_00001372,1,CALL_THEN_NEW_BENEFICIARY,ANM_20021,SYNTHETIC,MEDIUM
TXN_00001377,1,REPEATED_CALLS_BEFORE_TRANSACTION,ANM_79357,SYNTHETIC,HIGH
TXN_00001382,1,UNUSUAL_LOCATION_CONTEXT,ANM_95718,SYNTHETIC,CRITICAL
TXN_00001392,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_13515,SYNTHETIC,LOW
TXN_00001415,1,REPEATED_CALLS_BEFORE_TRANSACTION,ANM_21103,SYNTHETIC,CRITICAL
TXN_00001421,1,CALL_THEN_NEW_BENEFICIARY,ANM_50314,SYNTHETIC,LOW
TXN_00001424,1,CALL_THEN_NEW_BENEFICIARY,ANM_33998,SYNTHETIC,HIGH
TXN_00001435,1,TRANSACTION_BURST,ANM_23328,SYNTHETIC,MEDIUM
TXN_00001439,1,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,ANM_67143,SYNTHETIC,HIGH
TXN_00001448,1,ODD_HOUR_TRANSACTION,ANM_22423,SYNTHETIC,CRITICAL
TXN_00001469,1,NEW_BENEFICIARY,ANM_18032,SYNTHETIC,LOW
TXN_00001485,1,IMSI_IMEI_PAIR_NOVELTY,ANM_29073,SYNTHETIC,HIGH
TXN_00001489,1,UNUSUAL_CALL_BEFORE_TRANSACTION,ANM_62437,SYNTHETIC,MEDIUM
TXN_00001494,1,NEW_BENEFICIARY,ANM_71453,SYNTHETIC,LOW
TXN_00001496,1,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,ANM_16769,SYNTHETIC,MEDIUM
TXN_00001497,1,IMSI_IMEI_PAIR_NOVELTY,ANM_75844,SYNTHETIC,HIGH
TXN_00001503,1,AMOUNT_VELOCITY_SPIKE,ANM_61084,SYNTHETIC,MEDIUM
TXN_00001506,1,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,ANM_47476,SYNTHETIC,CRITICAL
TXN_00001511,1,IMSI_IMEI_PAIR_NOVELTY,ANM_48856,SYNTHETIC,HIGH
TXN_00001512,1,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,ANM_14435,SYNTHETIC,CRITICAL
TXN_00001539,1,ODD_HOUR_TRANSACTION,ANM_22230,SYNTHETIC,HIGH
TXN_00001541,1,REPEATED_CALLS_BEFORE_TRANSACTION,ANM_72450,SYNTHETIC,MEDIUM
TXN_00001560,1,UNUSUAL_LOCATION_CONTEXT,ANM_33041,SYNTHETIC,LOW
TXN_00001568,1,NETWORK_SESSION_BURST_AROUND_TRANSACTION,ANM_83712,SYNTHETIC,CRITICAL
TXN_00001571,1,CALL_THEN_NEW_BENEFICIARY,ANM_89266,SYNTHETIC,MEDIUM
TXN_00001575,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_50365,SYNTHETIC,HIGH
TXN_00001583,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_29021,SYNTHETIC,HIGH
TXN_00001584,1,NETWORK_SESSION_BURST_AROUND_TRANSACTION,ANM_31172,SYNTHETIC,HIGH
TXN_00001587,1,CUSTOMER_RELATIVE_AMOUNT_SPIKE,ANM_58588,SYNTHETIC,HIGH
TXN_00001589,1,UNUSUAL_CALL_BEFORE_TRANSACTION,ANM_47963,SYNTHETIC,CRITICAL
TXN_00001599,1,NEW_BENEFICIARY,ANM_48273,SYNTHETIC,LOW
TXN_00001603,1,NEW_DEVICE_AROUND_TRANSACTION,ANM_26415,SYNTHETIC,MEDIUM
TXN_00001606,1,ODD_HOUR_TRANSACTION,ANM_34248,SYNTHETIC,HIGH
TXN_00001619,1,REPEATED_CALLS_BEFORE_TRANSACTION,ANM_55656,SYNTHETIC,MEDIUM
TXN_00001624,1,NEW_DEVICE_AROUND_TRANSACTION,ANM_10016,SYNTHETIC,CRITICAL
TXN_00001626,1,REPEATED_CALLS_BEFORE_TRANSACTION,ANM_16622,SYNTHETIC,CRITICAL
TXN_00001628,1,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,ANM_82967,SYNTHETIC,HIGH
TXN_00001640,1,NEW_BENEFICIARY,ANM_61171,SYNTHETIC,CRITICAL
TXN_00001641,1,NEW_BENEFICIARY,ANM_42924,SYNTHETIC,CRITICAL
TXN_00001649,1,ODD_HOUR_TRANSACTION,ANM_41246,SYNTHETIC,LOW
TXN_00001658,1,UNUSUAL_LOCATION_CONTEXT,ANM_51412,SYNTHETIC,CRITICAL
TXN_00001659,1,AMOUNT_VELOCITY_SPIKE,ANM_80359,SYNTHETIC,HIGH
TXN_00001663,1,UNUSUAL_CALL_BEFORE_TRANSACTION,ANM_29086,SYNTHETIC,HIGH
TXN_00001665,1,TRANSACTION_BURST,ANM_81216,SYNTHETIC,HIGH
TXN_00001666,1,ODD_HOUR_TRANSACTION,ANM_34025,SYNTHETIC,HIGH
TXN_00001667,1,CALL_THEN_NEW_BENEFICIARY,ANM_39052,SYNTHETIC,LOW
TXN_00001675,1,TRANSACTION_BURST,ANM_67501,SYNTHETIC,LOW
TXN_00001678,1,TRANSACTION_BURST,ANM_19621,SYNTHETIC,HIGH
TXN_00001680,1,ODD_HOUR_TRANSACTION,ANM_29503,SYNTHETIC,LOW
TXN_00001681,1,NEW_DEVICE_AROUND_TRANSACTION,ANM_10510,SYNTHETIC,CRITICAL
TXN_00001682,1,AMOUNT_PLUS_NEW_BENEFICIARY,ANM_62066,SYNTHETIC,MEDIUM
TXN_00001683,1,CALL_THEN_NEW_BENEFICIARY,ANM_47399,SYNTHETIC,MEDIUM
TXN_00001684,1,CUSTOMER_RELATIVE_AMOUNT_SPIKE,ANM_32317,SYNTHETIC,CRITICAL
TXN_00001686,1,TRANSACTION_BURST,ANM_58538,SYNTHETIC,LOW
TXN_00001690,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_60126,SYNTHETIC,LOW
TXN_00001703,1,NEW_DEVICE_AROUND_TRANSACTION,ANM_56933,SYNTHETIC,MEDIUM
TXN_00001704,1,CALL_THEN_NEW_BENEFICIARY,ANM_63766,SYNTHETIC,MEDIUM
TXN_00001707,1,IMSI_IMEI_PAIR_NOVELTY,ANM_62354,SYNTHETIC,CRITICAL
TXN_00001714,1,NEW_BENEFICIARY,ANM_42482,SYNTHETIC,HIGH
TXN_00001725,1,CALL_THEN_HIGH_VALUE_TRANSFER,ANM_77441,SYNTHETIC,CRITICAL
