Transaction_ID,Timestamp,Account_ID,Amount,Transaction_Type,Merchant_Category,Channel,Currency,Balance_Before,Balance_After,Country_Code,Device_ID,Beneficiary_ID,Is_Anomaly,Scenario_Type
TXN_00000040,2023-01-07 17:30:41,ACC_00238,18.78,WITHDRAWAL,DIGITAL,BRANCH,USD,19925.9,46602.8,GB,DEV_000525,BEN_002024,0,NORMAL
TXN_00000041,2023-01-07 17:41:34,ACC_00192,112.98,WITHDRAWAL,GROCERY,WEB,USD,3627.81,19235.82,GB,DEV_000600,BEN_001294,0,NORMAL
TXN_00000042,2023-01-07 20:48:00,ACC_00066,15.08,WITHDRAWAL,DIGITAL,MOBILE,USD,1693.73,37963.79,IN,DEV_000041,BEN_000337,0,NORMAL
TXN_00000043,2023-01-08 01:45:27,ACC_00433,28.24,TRANSFER,OTHER,ATM,USD,24014.85,35978.96,FR,DEV_000883,BEN_002845,0,NORMAL
TXN_00000044,2023-01-08 02:03:27,ACC_00414,74.58,DEBIT,TRAVEL,BRANCH,USD,45823.69,18804.95,IN,DEV_000757,BEN_001960,0,NORMAL
TXN_00000045,2023-01-08 14:04:54,ACC_00105,228.07,DEBIT,ATM,WEB,USD,18884.34,39114.76,US,DEV_001589,BEN_001430,0,NORMAL
TXN_00000046,2023-01-08 14:27:26,ACC_00221,73.22,WITHDRAWAL,DIGITAL,ATM,USD,36469.29,34990.12,IN,DEV_001603,BEN_001381,0,NORMAL
TXN_00000047,2023-01-08 18:54:18,ACC_00222,202.38,TRANSFER,RETAIL,ATM,USD,22401.38,4349.18,US,DEV_001746,BEN_001368,0,NORMAL
TXN_00000048,2023-01-08 22:42:48,ACC_00432,70.59,CREDIT,TRAVEL,BRANCH,USD,17386.44,4971.62,DE,DEV_000256,BEN_001912,0,NORMAL
TXN_00000049,2023-01-09 06:37:30,ACC_00449,2.25,WITHDRAWAL,ATM,MOBILE,USD,3150.82,49699.02,FR,DEV_000450,BEN_001093,0,NORMAL
TXN_00000050,2023-01-09 07:43:14,ACC_00392,36.24,TRANSFER,GROCERY,WEB,USD,7273.97,31453.28,SG,DEV_000524,BEN_002117,0,NORMAL
TXN_00000051,2023-01-09 12:59:35,ACC_00183,226.19,DEBIT,ATM,WEB,USD,9622.12,3797.63,FR,DEV_000701,BEN_002821,0,NORMAL
TXN_00000052,2023-01-09 13:38:15,ACC_00337,46.3,TRANSFER,ATM,WEB,USD,32709.42,11462.3,US,DEV_001548,BEN_000593,1,NEW_BENEFICIARY
TXN_00000053,2023-01-09 17:31:05,ACC_00162,60.93,DEBIT,GROCERY,ATM,USD,9337.22,20210.52,DE,DEV_000235,BEN_002323,0,NORMAL
TXN_00000054,2023-01-09 17:44:14,ACC_00194,37.99,CREDIT,DIGITAL,WEB,USD,49665.93,26343.56,SG,DEV_001135,BEN_002585,0,NORMAL
TXN_00000055,2023-01-09 20:56:08,ACC_00446,113.6,CREDIT,RETAIL,ATM,USD,14930.76,39387.03,CA,DEV_001089,BEN_001035,0,NORMAL
TXN_00000056,2023-01-09 22:28:58,ACC_00402,44.11,WITHDRAWAL,RETAIL,WEB,USD,30020.08,19178.9,US,DEV_001116,BEN_002443,0,NORMAL
TXN_00000057,2023-01-09 23:15:43,ACC_00078,171.63,TRANSFER,GROCERY,WEB,USD,47098.47,27655.43,GB,DEV_000625,BEN_000722,0,NORMAL
TXN_00000058,2023-01-10 07:18:38,ACC_00149,63.66,DEBIT,GROCERY,WEB,USD,27998.28,13782.72,SG,DEV_001153,BEN_000418,0,NORMAL
TXN_00000059,2023-01-10 08:47:23,ACC_00019,21.94,WITHDRAWAL,OTHER,MOBILE,USD,29871.31,42275.99,IN,DEV_001263,BEN_000792,0,NORMAL
TXN_00000060,2023-01-10 14:31:13,ACC_00124,245.04,CREDIT,ATM,MOBILE,USD,9464.28,17568.52,FR,DEV_001541,BEN_000833,0,NORMAL
TXN_00000061,2023-01-10 15:13:35,ACC_00486,20.0,CREDIT,OTHER,MOBILE,USD,36101.54,35307.59,FR,DEV_001467,BEN_000676,0,NORMAL
TXN_00000062,2023-01-10 21:11:58,ACC_00004,45.13,TRANSFER,GROCERY,WEB,USD,45565.01,42899.12,SG,DEV_000767,BEN_002143,0,NORMAL
TXN_00000063,2023-01-10 22:06:21,ACC_00172,862.57,WITHDRAWAL,ATM,MOBILE,USD,14231.55,8411.1,US,DEV_001296,BEN_000785,0,NORMAL
TXN_00000064,2023-01-11 06:12:58,ACC_00216,28.55,TRANSFER,DIGITAL,WEB,USD,19155.96,19516.78,SG,DEV_000586,BEN_001722,0,NORMAL
TXN_00000065,2023-01-11 07:44:55,ACC_00244,58.12,DEBIT,GROCERY,WEB,USD,25437.15,23038.64,CA,DEV_001618,BEN_002073,0,NORMAL
TXN_00000066,2023-01-11 13:53:21,ACC_00206,295.57,CREDIT,DIGITAL,MOBILE,USD,44966.83,2169.91,SG,DEV_001846,BEN_002610,0,NORMAL
TXN_00000067,2023-01-11 15:38:22,ACC_00306,48.16,TRANSFER,ATM,ATM,USD,3946.69,32389.85,DE,DEV_001454,BEN_002669,0,NORMAL
TXN_00000068,2023-01-11 17:08:38,ACC_00417,37.61,DEBIT,TRAVEL,WEB,USD,35280.59,29461.3,IN,DEV_000737,BEN_000802,0,NORMAL
TXN_00000069,2023-01-11 23:05:06,ACC_00167,661.63,CREDIT,DIGITAL,ATM,USD,13149.48,37725.59,GB,DEV_000321,BEN_001872,0,NORMAL
TXN_00000070,2023-01-12 01:10:09,ACC_00357,265.06,DEBIT,GROCERY,ATM,USD,31624.02,37750.8,IN,DEV_000828,BEN_002743,0,NORMAL
TXN_00000071,2023-01-12 01:55:16,ACC_00161,165.18,WITHDRAWAL,TRAVEL,WEB,USD,47473.07,23784.13,US,DEV_000120,BEN_001694,0,NORMAL
TXN_00000072,2023-01-12 09:06:07,ACC_00086,74.62,DEBIT,OTHER,MOBILE,USD,31780.39,21198.79,US,DEV_001173,BEN_002652,0,NORMAL
TXN_00000073,2023-01-12 13:10:51,ACC_00187,56.39,TRANSFER,GROCERY,WEB,USD,31044.2,12725.34,FR,DEV_001753,BEN_001734,0,NORMAL
TXN_00000074,2023-01-12 20:34:39,ACC_00331,91.97,DEBIT,OTHER,BRANCH,USD,46482.71,12936.15,FR,DEV_000047,BEN_000842,0,NORMAL
TXN_00000075,2023-01-12 22:50:53,ACC_00267,122.26,DEBIT,ATM,MOBILE,USD,18950.88,7736.52,US,DEV_001880,BEN_001842,0,NORMAL
TXN_00000076,2023-01-13 17:36:25,ACC_00245,127.62,WITHDRAWAL,ATM,ATM,USD,29949.45,3881.08,US,DEV_000330,BEN_000342,0,NORMAL
TXN_00000077,2023-01-13 20:19:56,ACC_00153,118.7,TRANSFER,TRAVEL,ATM,USD,48170.27,37855.4,GB,DEV_001128,BEN_001747,0,NORMAL
TXN_00000078,2023-01-14 07:12:49,ACC_00152,75.54,TRANSFER,RETAIL,ATM,USD,16366.26,48126.62,SG,DEV_000137,BEN_000042,0,NORMAL
TXN_00000079,2023-01-14 10:09:07,ACC_00039,76.64,DEBIT,TRAVEL,MOBILE,USD,43318.46,44583.77,FR,DEV_000053,BEN_000214,0,NORMAL
TXN_00000080,2023-01-14 19:08:55,ACC_00406,231.83,CREDIT,DIGITAL,BRANCH,USD,35542.21,11367.34,SG,DEV_001627,BEN_002994,0,NORMAL
TXN_00000081,2023-01-14 19:13:27,ACC_00369,184.88,DEBIT,TRAVEL,MOBILE,USD,12365.03,37687.13,IN,DEV_001748,BEN_001802,0,NORMAL
TXN_00000082,2023-01-15 02:38:22,ACC_00329,269.92,DEBIT,GROCERY,WEB,USD,8222.37,6419.42,SG,DEV_000514,BEN_001245,0,NORMAL
TXN_00000083,2023-01-15 17:12:11,ACC_00415,37.46,TRANSFER,OTHER,ATM,USD,23794.85,44580.93,GB,DEV_001236,BEN_000108,0,NORMAL
TXN_00000084,2023-01-16 01:10:30,ACC_00177,23.86,DEBIT,OTHER,BRANCH,USD,22420.85,49751.35,CA,DEV_000910,BEN_001696,0,NORMAL
TXN_00000085,2023-01-16 10:59:09,ACC_00257,126.16,CREDIT,TRAVEL,ATM,USD,15718.76,49720.46,CA,DEV_000005,BEN_001395,0,NORMAL
TXN_00000086,2023-01-16 11:07:56,ACC_00224,323.27,WITHDRAWAL,RETAIL,WEB,USD,24256.14,16664.07,DE,DEV_000779,BEN_002573,0,NORMAL
TXN_00000087,2023-01-16 22:51:47,ACC_00293,14.07,WITHDRAWAL,TRAVEL,ATM,USD,31575.11,39242.29,CA,DEV_001455,BEN_002285,0,NORMAL
TXN_00000088,2023-01-17 02:14:03,ACC_00248,156.51,TRANSFER,TRAVEL,BRANCH,USD,48007.23,34943.48,DE,DEV_000799,BEN_002680,1,CALL_THEN_NEW_BENEFICIARY
TXN_00000089,2023-01-17 05:30:00,ACC_00012,157.66,DEBIT,DIGITAL,ATM,USD,44750.04,17272.66,IN,DEV_000229,BEN_001992,1,UNUSUAL_LOCATION_CONTEXT
TXN_00000090,2023-01-17 06:31:44,ACC_00331,150.92,CREDIT,TRAVEL,ATM,USD,16976.7,20302.44,DE,DEV_001459,BEN_000146,0,NORMAL
TXN_00000091,2023-01-17 13:41:58,ACC_00163,145.46,DEBIT,TRAVEL,BRANCH,USD,24533.06,24005.06,US,DEV_001156,BEN_000272,0,NORMAL
TXN_00000092,2023-01-17 22:08:04,ACC_00292,51.78,WITHDRAWAL,ATM,BRANCH,USD,36246.51,34980.31,IN,DEV_000567,BEN_001863,0,NORMAL
TXN_00000093,2023-01-18 11:25:53,ACC_00298,117.62,DEBIT,OTHER,WEB,USD,22774.9,41595.9,DE,DEV_000558,BEN_000596,0,NORMAL
TXN_00000094,2023-01-18 12:02:12,ACC_00187,21.01,CREDIT,TRAVEL,MOBILE,USD,24440.31,44885.19,GB,DEV_001953,BEN_001913,1,REPEATED_CALLS_BEFORE_TRANSACTION
TXN_00000095,2023-01-18 13:55:29,ACC_00095,52.03,DEBIT,RETAIL,ATM,USD,28039.27,43656.65,DE,DEV_000932,BEN_002861,0,NORMAL
TXN_00000096,2023-01-18 20:32:06,ACC_00174,101.58,TRANSFER,ATM,WEB,USD,44753.26,48710.98,FR,DEV_000304,BEN_000724,0,NORMAL
TXN_00000097,2023-01-18 21:46:58,ACC_00153,49.75,WITHDRAWAL,GROCERY,ATM,USD,3077.25,6164.24,GB,DEV_001250,BEN_001077,0,NORMAL
TXN_00000098,2023-01-19 03:19:44,ACC_00171,246.74,DEBIT,TRAVEL,WEB,USD,9188.44,41032.06,GB,DEV_000706,BEN_002276,0,NORMAL
TXN_00000099,2023-01-19 04:04:23,ACC_00459,42.76,CREDIT,OTHER,WEB,USD,48413.47,27321.33,US,DEV_001283,BEN_002393,0,NORMAL
TXN_00000100,2023-01-19 15:30:27,ACC_00383,16.73,CREDIT,GROCERY,WEB,USD,43545.28,34435.58,GB,DEV_000332,BEN_001672,0,NORMAL
TXN_00000101,2023-01-19 19:08:07,ACC_00178,319.52,WITHDRAWAL,OTHER,ATM,USD,16588.13,34483.41,CA,DEV_001002,BEN_001944,0,NORMAL
TXN_00000102,2023-01-20 02:41:01,ACC_00196,114.58,TRANSFER,TRAVEL,MOBILE,USD,43043.87,6948.59,CA,DEV_001637,BEN_001084,0,NORMAL
TXN_00000103,2023-01-20 03:43:18,ACC_00077,119.64,CREDIT,ATM,BRANCH,USD,6199.19,40625.68,FR,DEV_000018,BEN_001951,0,NORMAL
TXN_00000104,2023-01-21 11:08:24,ACC_00054,12.76,WITHDRAWAL,TRAVEL,WEB,USD,28232.33,49361.89,IN,DEV_001160,BEN_001372,0,NORMAL
TXN_00000105,2023-01-21 16:34:46,ACC_00105,36.75,TRANSFER,DIGITAL,BRANCH,USD,30979.68,28214.45,SG,DEV_000782,BEN_001500,0,NORMAL
TXN_00000106,2023-01-21 16:51:48,ACC_00095,31.27,CREDIT,GROCERY,WEB,USD,20621.36,8741.11,GB,DEV_000174,BEN_002537,0,NORMAL
TXN_00000107,2023-01-21 17:21:53,ACC_00447,2.41,CREDIT,TRAVEL,MOBILE,USD,5935.94,368.93,GB,DEV_001413,BEN_001735,0,NORMAL
TXN_00000108,2023-01-21 19:53:54,ACC_00048,47.84,DEBIT,ATM,WEB,USD,4426.94,27530.67,GB,DEV_000532,BEN_002345,0,NORMAL
TXN_00000109,2023-01-21 23:57:19,ACC_00468,84.84,TRANSFER,DIGITAL,MOBILE,USD,23975.44,4650.99,GB,DEV_000862,BEN_002439,0,NORMAL
TXN_00000110,2023-01-23 00:19:10,ACC_00398,88.17,TRANSFER,OTHER,ATM,USD,35319.08,21507.51,CA,DEV_000701,BEN_001545,0,NORMAL
TXN_00000111,2023-01-23 08:03:51,ACC_00205,22.39,WITHDRAWAL,TRAVEL,WEB,USD,39503.65,28918.22,SG,DEV_000894,BEN_000487,0,NORMAL
TXN_00000112,2023-01-23 11:10:11,ACC_00189,272.77,TRANSFER,ATM,WEB,USD,14588.18,29874.06,CA,DEV_000697,BEN_000810,0,NORMAL
TXN_00000113,2023-01-23 13:47:35,ACC_00238,82.35,WITHDRAWAL,ATM,ATM,USD,8373.11,9689.38,CA,DEV_001094,BEN_001270,0,NORMAL
TXN_00000114,2023-01-23 17:59:20,ACC_00443,617.29,CREDIT,TRAVEL,BRANCH,USD,11375.05,26954.25,CA,DEV_000140,BEN_002057,0,NORMAL
TXN_00000115,2023-01-23 19:27:45,ACC_00220,102.1,WITHDRAWAL,GROCERY,MOBILE,USD,45423.64,37249.56,US,DEV_000868,BEN_001395,1,NEW_DEVICE_AROUND_TRANSACTION
TXN_00000116,2023-01-24 00:20:55,ACC_00156,35.58,TRANSFER,OTHER,MOBILE,USD,18142.91,6205.43,IN,DEV_001431,BEN_002833,0,NORMAL
TXN_00000117,2023-01-24 06:21:19,ACC_00225,276.88,DEBIT,OTHER,ATM,USD,41572.03,28571.63,DE,DEV_000827,BEN_000309,0,NORMAL
TXN_00000118,2023-01-24 12:40:56,ACC_00084,120.51,WITHDRAWAL,ATM,BRANCH,USD,1791.99,3603.82,IN,DEV_000495,BEN_000216,0,NORMAL
TXN_00000119,2023-01-24 14:19:57,ACC_00483,14.41,WITHDRAWAL,RETAIL,MOBILE,USD,41263.17,1883.7,SG,DEV_001964,BEN_002946,0,NORMAL
TXN_00000120,2023-01-25 06:21:33,ACC_00219,42.25,WITHDRAWAL,RETAIL,BRANCH,USD,39124.61,9130.75,DE,DEV_001854,BEN_002822,0,NORMAL
TXN_00000121,2023-01-25 06:38:02,ACC_00206,694.37,CREDIT,ATM,MOBILE,USD,9572.06,45842.61,US,DEV_000253,BEN_001363,1,UNUSUAL_LOCATION_CONTEXT
TXN_00000122,2023-01-25 09:00:14,ACC_00157,21.39,TRANSFER,GROCERY,WEB,USD,38902.27,30788.97,GB,DEV_000530,BEN_001086,0,NORMAL
TXN_00000123,2023-01-25 21:36:44,ACC_00313,75.06,TRANSFER,RETAIL,ATM,USD,10473.3,33599.65,GB,DEV_000729,BEN_002348,0,NORMAL
TXN_00000124,2023-01-26 03:15:52,ACC_00271,48.66,WITHDRAWAL,DIGITAL,WEB,USD,45834.94,17250.05,SG,DEV_000784,BEN_001746,0,NORMAL
TXN_00000125,2023-01-26 23:54:12,ACC_00258,74.06,TRANSFER,ATM,BRANCH,USD,11904.44,2888.33,CA,DEV_001671,BEN_000120,0,NORMAL
TXN_00000126,2023-01-27 00:08:26,ACC_00398,3.03,WITHDRAWAL,GROCERY,WEB,USD,11031.01,16721.94,FR,DEV_001958,BEN_002199,1,UNUSUAL_LOCATION_CONTEXT
TXN_00000127,2023-01-27 00:45:43,ACC_00037,249.47,TRANSFER,ATM,BRANCH,USD,41125.01,32248.24,GB,DEV_000421,BEN_000543,0,NORMAL
TXN_00000128,2023-01-27 05:01:23,ACC_00331,101.36,WITHDRAWAL,TRAVEL,BRANCH,USD,35091.38,24232.81,CA,DEV_000192,BEN_001827,0,NORMAL
TXN_00000129,2023-01-27 10:32:30,ACC_00421,31.56,CREDIT,TRAVEL,BRANCH,USD,4602.13,47777.41,GB,DEV_000560,BEN_001643,0,NORMAL
TXN_00000130,2023-01-27 11:18:45,ACC_00464,166.6,DEBIT,RETAIL,WEB,USD,4629.68,5296.79,SG,DEV_000280,BEN_002271,0,NORMAL
TXN_00000131,2023-01-27 14:33:26,ACC_00240,10.21,TRANSFER,ATM,BRANCH,USD,17717.05,34443.13,CA,DEV_001850,BEN_002176,0,NORMAL
TXN_00000132,2023-01-27 14:47:09,ACC_00115,39.68,TRANSFER,TRAVEL,BRANCH,USD,31266.79,13448.27,IN,DEV_001140,BEN_000026,0,NORMAL
TXN_00000133,2023-01-27 15:07:44,ACC_00347,149.8,DEBIT,DIGITAL,ATM,USD,28005.14,9228.39,DE,DEV_000203,BEN_002848,1,NETWORK_SESSION_BURST_AROUND_TRANSACTION
TXN_00000134,2023-01-27 17:37:44,ACC_00182,52.08,TRANSFER,RETAIL,MOBILE,USD,8272.41,42185.73,US,DEV_001462,BEN_000924,0,NORMAL
TXN_00000135,2023-01-27 19:31:30,ACC_00174,59.77,TRANSFER,ATM,WEB,USD,32378.45,23191.19,SG,DEV_001361,BEN_000546,1,UNUSUAL_LOCATION_CONTEXT
TXN_00000136,2023-01-28 00:59:11,ACC_00040,32.57,CREDIT,ATM,MOBILE,USD,23780.5,5606.79,US,DEV_000155,BEN_001758,0,NORMAL
TXN_00000137,2023-01-28 02:07:54,ACC_00074,122.22,TRANSFER,DIGITAL,WEB,USD,48940.12,46012.13,CA,DEV_000895,BEN_001167,0,NORMAL
TXN_00000138,2023-01-28 02:52:54,ACC_00191,185.14,CREDIT,OTHER,BRANCH,USD,5800.3,45092.12,DE,DEV_000163,BEN_001270,0,NORMAL
TXN_00000139,2023-01-28 06:24:04,ACC_00032,2.81,WITHDRAWAL,RETAIL,ATM,USD,29226.76,33937.8,GB,DEV_000051,BEN_000998,1,CALL_THEN_NEW_BENEFICIARY
TXN_00000140,2023-01-28 16:18:27,ACC_00095,57.43,WITHDRAWAL,OTHER,ATM,USD,42682.72,42060.72,SG,DEV_001465,BEN_002448,1,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN
TXN_00000141,2023-01-29 00:54:20,ACC_00223,31.8,CREDIT,TRAVEL,BRANCH,USD,37116.32,1315.64,FR,DEV_000398,BEN_000384,0,NORMAL
TXN_00000142,2023-01-29 01:19:32,ACC_00011,4.77,DEBIT,DIGITAL,WEB,USD,3628.55,39093.36,CA,DEV_001055,BEN_001184,0,NORMAL
TXN_00000143,2023-01-29 02:20:40,ACC_00330,993.07,CREDIT,GROCERY,MOBILE,USD,7202.2,18263.11,SG,DEV_001910,BEN_002778,0,NORMAL
TXN_00000144,2023-01-29 02:33:31,ACC_00003,74.01,CREDIT,OTHER,WEB,USD,47233.09,44207.71,GB,DEV_000984,BEN_001853,0,NORMAL
TXN_00000145,2023-01-29 14:59:06,ACC_00483,82.17,TRANSFER,RETAIL,ATM,USD,27565.31,45703.37,IN,DEV_001368,BEN_000573,0,NORMAL
TXN_00000146,2023-01-29 18:06:15,ACC_00100,6.04,TRANSFER,GROCERY,BRANCH,USD,2323.29,35104.26,IN,DEV_000807,BEN_002633,0,NORMAL
TXN_00000147,2023-01-29 19:25:36,ACC_00413,118.1,TRANSFER,GROCERY,MOBILE,USD,22124.54,30267.5,FR,DEV_000292,BEN_000980,1,IMSI_IMEI_PAIR_NOVELTY
TXN_00000148,2023-01-29 23:27:20,ACC_00092,34.69,DEBIT,GROCERY,BRANCH,USD,12278.79,11044.54,IN,DEV_000090,BEN_001472,0,NORMAL
TXN_00000149,2023-01-30 01:53:52,ACC_00108,743.85,TRANSFER,ATM,WEB,USD,46015.68,28559.75,CA,DEV_000352,BEN_002481,0,NORMAL
TXN_00000150,2023-01-30 15:37:45,ACC_00217,54.05,WITHDRAWAL,GROCERY,WEB,USD,13842.93,6720.21,DE,DEV_001993,BEN_000865,0,NORMAL
TXN_00000151,2023-01-31 02:01:09,ACC_00358,143.55,TRANSFER,ATM,ATM,USD,34244.37,8057.03,IN,DEV_000419,BEN_001649,0,NORMAL
TXN_00000152,2023-01-31 08:53:56,ACC_00255,39.71,TRANSFER,GROCERY,MOBILE,USD,15244.16,27797.01,IN,DEV_001771,BEN_001520,0,NORMAL
