CDR_ID,IPDR_ID,Relationship_Type,Time_Difference_Seconds,Is_Correlated
CDR202600010950,,NO_MATCH,,0
CDR202600011049,,NO_MATCH,,0
CDR202600011148,,NO_MATCH,,0
CDR202600011149,,NO_MATCH,,0
CDR202600011181,,NO_MATCH,,0
CDR202600011209,,NO_MATCH,,0
CDR202600011266,,NO_MATCH,,0
CDR202600011310,,NO_MATCH,,0
CDR202600011335,,NO_MATCH,,0
CDR202600011359,,NO_MATCH,,0
CDR202600011367,,NO_MATCH,,0
CDR202600011391,,NO_MATCH,,0
CDR202600011395,,NO_MATCH,,0
CDR202600011397,,NO_MATCH,,0
CDR202600011405,,NO_MATCH,,0
CDR202600011507,,NO_MATCH,,0
CDR202600011521,,NO_MATCH,,0
CDR202600011548,,NO_MATCH,,0
CDR202600011550,,NO_MATCH,,0
CDR202600011561,,NO_MATCH,,0
CDR202600011607,,NO_MATCH,,0
CDR202600011613,,NO_MATCH,,0
CDR202600011697,,NO_MATCH,,0
CDR202600011773,,NO_MATCH,,0
CDR202600011838,,NO_MATCH,,0
CDR202600011880,,NO_MATCH,,0
CDR202600011925,,NO_MATCH,,0
CDR202600011966,,NO_MATCH,,0
CDR202600012023,,NO_MATCH,,0
CDR202600012030,,NO_MATCH,,0
CDR202600012040,,NO_MATCH,,0
CDR202600012058,,NO_MATCH,,0
CDR202600012115,,NO_MATCH,,0
CDR202600012127,,NO_MATCH,,0
CDR202600012206,,NO_MATCH,,0
CDR202600012304,,NO_MATCH,,0
CDR202600012341,,NO_MATCH,,0
CDR202600012364,,NO_MATCH,,0
CDR202600012382,,NO_MATCH,,0
CDR202600012393,,NO_MATCH,,0
CDR202600012421,,NO_MATCH,,0
CDR202600012422,,NO_MATCH,,0
CDR202600012434,,NO_MATCH,,0
CDR202600012467,,NO_MATCH,,0
CDR202600012512,,NO_MATCH,,0
CDR202600012594,,NO_MATCH,,0
CDR202600013016,,NO_MATCH,,0
CDR202600013052,,NO_MATCH,,0
CDR202600013071,,NO_MATCH,,0
CDR202600013140,,NO_MATCH,,0
CDR202600013211,,NO_MATCH,,0
CDR202600013387,,NO_MATCH,,0
CDR202600013515,,NO_MATCH,,0
CDR202600013527,,NO_MATCH,,0
CDR202600013561,,NO_MATCH,,0
CDR202600013568,,NO_MATCH,,0
CDR202600013579,,NO_MATCH,,0
CDR202600013613,,NO_MATCH,,0
CDR202600013637,,NO_MATCH,,0
CDR202600013647,,NO_MATCH,,0
CDR202600013656,,NO_MATCH,,0
CDR202600013704,,NO_MATCH,,0
CDR202600013706,,NO_MATCH,,0
CDR202600013781,,NO_MATCH,,0
CDR202600013804,,NO_MATCH,,0
CDR202600013805,,NO_MATCH,,0
CDR202600013843,,NO_MATCH,,0
CDR202600013855,,NO_MATCH,,0
CDR202600013859,,NO_MATCH,,0
CDR202600013918,,NO_MATCH,,0
CDR202600013933,,NO_MATCH,,0
CDR202600014137,,NO_MATCH,,0
CDR202600014188,,NO_MATCH,,0
CDR202600014224,,NO_MATCH,,0
CDR202600014283,,NO_MATCH,,0
CDR202600014287,,NO_MATCH,,0
CDR202600014314,,NO_MATCH,,0
CDR202600014369,,NO_MATCH,,0
CDR202600014373,,NO_MATCH,,0
CDR202600014387,,NO_MATCH,,0
CDR202600014400,,NO_MATCH,,0
CDR202600014580,,NO_MATCH,,0
CDR202600014589,,NO_MATCH,,0
CDR202600014712,,NO_MATCH,,0
CDR202600014847,,NO_MATCH,,0
CDR202600014926,,NO_MATCH,,0
CDR202600014960,,NO_MATCH,,0
CDR202600015016,,NO_MATCH,,0
CDR202600015019,,NO_MATCH,,0
CDR202600015096,,NO_MATCH,,0
CDR202600015218,,NO_MATCH,,0
CDR202600015275,,NO_MATCH,,0
CDR202600015296,,NO_MATCH,,0
CDR202600015366,,NO_MATCH,,0
CDR202600015414,,NO_MATCH,,0
CDR202600015551,,NO_MATCH,,0
CDR202600015579,,NO_MATCH,,0
CDR202600015590,,NO_MATCH,,0
CDR202600015608,,NO_MATCH,,0
CDR202600015737,,NO_MATCH,,0
CDR202600015793,,NO_MATCH,,0
CDR202600015805,,NO_MATCH,,0
CDR202600015858,,NO_MATCH,,0
CDR202600015909,,NO_MATCH,,0
CDR202600015921,,NO_MATCH,,0
CDR202600015952,,NO_MATCH,,0
CDR202600015956,,NO_MATCH,,0
CDR202600015967,,NO_MATCH,,0
CDR202600016005,,NO_MATCH,,0
CDR202600016035,,NO_MATCH,,0
CDR202600016042,,NO_MATCH,,0
CDR202600016095,,NO_MATCH,,0
CDR202600016130,,NO_MATCH,,0
CDR202600016132,,NO_MATCH,,0
CDR202600016149,,NO_MATCH,,0
CDR202600016258,,NO_MATCH,,0
CDR202600016501,,NO_MATCH,,0
CDR202600016519,,NO_MATCH,,0
CDR202600016564,,NO_MATCH,,0
CDR202600016589,,NO_MATCH,,0
CDR202600016608,,NO_MATCH,,0
CDR202600016692,,NO_MATCH,,0
CDR202600016765,,NO_MATCH,,0
CDR202600016862,,NO_MATCH,,0
CDR202600016920,,NO_MATCH,,0
CDR202600016962,,NO_MATCH,,0
CDR202600017013,,NO_MATCH,,0
CDR202600017086,,NO_MATCH,,0
CDR202600017089,,NO_MATCH,,0
CDR202600017099,,NO_MATCH,,0
CDR202600017111,,NO_MATCH,,0
CDR202600017259,,NO_MATCH,,0
CDR202600017329,,NO_MATCH,,0
CDR202600017353,,NO_MATCH,,0
CDR202600017358,,NO_MATCH,,0
CDR202600017377,,NO_MATCH,,0
CDR202600017460,,NO_MATCH,,0
CDR202600017465,,NO_MATCH,,0
CDR202600017476,,NO_MATCH,,0
CDR202600017484,,NO_MATCH,,0
CDR202600017596,,NO_MATCH,,0
CDR202600017710,,NO_MATCH,,0
CDR202600017736,,NO_MATCH,,0
CDR202600017769,,NO_MATCH,,0
CDR202600017790,,NO_MATCH,,0
CDR202600017836,,NO_MATCH,,0
CDR202600017849,,NO_MATCH,,0
CDR202600017870,,NO_MATCH,,0
CDR202600018098,,NO_MATCH,,0
CDR202600018140,,NO_MATCH,,0
CDR202600018147,,NO_MATCH,,0
CDR202600018155,,NO_MATCH,,0
CDR202600018158,,NO_MATCH,,0
CDR202600018266,,NO_MATCH,,0
CDR202600018364,,NO_MATCH,,0
CDR202600018401,,NO_MATCH,,0
CDR202600018709,,NO_MATCH,,0
CDR202600018731,,NO_MATCH,,0
CDR202600018757,,NO_MATCH,,0
CDR202600018828,,NO_MATCH,,0
CDR202600018866,,NO_MATCH,,0
CDR202600018961,,NO_MATCH,,0
CDR202600018965,,NO_MATCH,,0
CDR202600019009,,NO_MATCH,,0
CDR202600019057,,NO_MATCH,,0
CDR202600019069,,NO_MATCH,,0
CDR202600019122,,NO_MATCH,,0
CDR202600019210,,NO_MATCH,,0
CDR202600019212,,NO_MATCH,,0
CDR202600019214,,NO_MATCH,,0
CDR202600019225,,NO_MATCH,,0
CDR202600019259,,NO_MATCH,,0
CDR202600019261,,NO_MATCH,,0
CDR202600019275,,NO_MATCH,,0
CDR202600019276,,NO_MATCH,,0
CDR202600019364,,NO_MATCH,,0
CDR202600019407,,NO_MATCH,,0
CDR202600019455,,NO_MATCH,,0
CDR202600019457,,NO_MATCH,,0
CDR202600019541,,NO_MATCH,,0
CDR202600019715,,NO_MATCH,,0
CDR202600019744,,NO_MATCH,,0
CDR202600019787,,NO_MATCH,,0
CDR202600019854,,NO_MATCH,,0
CDR202600019930,,NO_MATCH,,0
CDR202600019952,,NO_MATCH,,0
CDR202600019985,,NO_MATCH,,0
CDR202600020191,,NO_MATCH,,0
CDR202600020214,,NO_MATCH,,0
CDR202600020219,,NO_MATCH,,0
CDR202600020232,,NO_MATCH,,0
CDR202600020264,,NO_MATCH,,0
CDR202600020277,,NO_MATCH,,0
CDR202600020279,,NO_MATCH,,0
CDR202600020344,,NO_MATCH,,0
CDR202600020350,,NO_MATCH,,0
CDR202600020376,,NO_MATCH,,0
CDR202600020438,,NO_MATCH,,0
CDR202600020445,,NO_MATCH,,0
CDR202600020471,,NO_MATCH,,0
CDR202600020491,,NO_MATCH,,0
CDR202600020502,,NO_MATCH,,0
CDR202600020533,,NO_MATCH,,0
CDR202600020551,,NO_MATCH,,0
CDR202600020767,,NO_MATCH,,0
CDR202600020858,,NO_MATCH,,0
CDR202600020878,,NO_MATCH,,0
CDR202600020926,,NO_MATCH,,0
CDR202600020999,,NO_MATCH,,0
CDR202600021086,,NO_MATCH,,0
CDR202600021096,,NO_MATCH,,0
CDR202600021110,,NO_MATCH,,0
CDR202600021118,,NO_MATCH,,0
CDR202600021238,,NO_MATCH,,0
CDR202600021258,,NO_MATCH,,0
CDR202600021292,,NO_MATCH,,0
CDR202600021340,,NO_MATCH,,0
CDR202600021342,,NO_MATCH,,0
CDR202600021415,,NO_MATCH,,0
CDR202600021456,,NO_MATCH,,0
CDR202600021458,,NO_MATCH,,0
CDR202600021540,,NO_MATCH,,0
CDR202600021563,,NO_MATCH,,0
CDR202600021594,,NO_MATCH,,0
CDR202600021681,,NO_MATCH,,0
CDR202600021763,,NO_MATCH,,0
CDR202600021792,,NO_MATCH,,0
CDR202600021815,,NO_MATCH,,0
CDR202600021835,,NO_MATCH,,0
CDR202600021896,,NO_MATCH,,0
CDR202600021936,,NO_MATCH,,0
CDR202600021964,,NO_MATCH,,0
CDR202600022003,,NO_MATCH,,0
CDR202600022108,,NO_MATCH,,0
CDR202600022129,,NO_MATCH,,0
CDR202600022134,,NO_MATCH,,0
CDR202600022142,,NO_MATCH,,0
CDR202600022175,,NO_MATCH,,0
CDR202600022211,,NO_MATCH,,0
CDR202600022285,,NO_MATCH,,0
CDR202600022286,,NO_MATCH,,0
CDR202600022318,,NO_MATCH,,0
CDR202600022344,,NO_MATCH,,0
CDR202600022347,,NO_MATCH,,0
CDR202600022423,,NO_MATCH,,0
CDR202600022435,,NO_MATCH,,0
CDR202600022524,,NO_MATCH,,0
CDR202600022539,,NO_MATCH,,0
CDR202600022546,,NO_MATCH,,0
CDR202600022623,,NO_MATCH,,0
CDR202600022624,,NO_MATCH,,0
CDR202600022642,,NO_MATCH,,0
CDR202600022667,,NO_MATCH,,0
CDR202600022815,,NO_MATCH,,0
CDR202600022949,,NO_MATCH,,0
CDR202600022957,,NO_MATCH,,0
CDR202600023220,,NO_MATCH,,0
CDR202600023325,,NO_MATCH,,0
CDR202600023339,,NO_MATCH,,0
CDR202600023346,,NO_MATCH,,0
CDR202600023364,,NO_MATCH,,0
CDR202600023389,,NO_MATCH,,0
CDR202600023476,,NO_MATCH,,0
CDR202600023484,,NO_MATCH,,0
CDR202600023500,,NO_MATCH,,0
CDR202600023516,,NO_MATCH,,0
CDR202600023538,,NO_MATCH,,0
CDR202600023568,,NO_MATCH,,0
CDR202600023578,,NO_MATCH,,0
CDR202600023616,,NO_MATCH,,0
CDR202600023667,,NO_MATCH,,0
CDR202600023788,,NO_MATCH,,0
CDR202600023818,,NO_MATCH,,0
CDR202600023849,,NO_MATCH,,0
CDR202600023871,,NO_MATCH,,0
CDR202600023942,,NO_MATCH,,0
CDR202600023943,,NO_MATCH,,0
CDR202600024020,,NO_MATCH,,0
CDR202600024080,,NO_MATCH,,0
CDR202600024100,,NO_MATCH,,0
CDR202600024108,,NO_MATCH,,0
CDR202600024122,,NO_MATCH,,0
CDR202600024211,,NO_MATCH,,0
CDR202600024214,,NO_MATCH,,0
CDR202600024409,,NO_MATCH,,0
CDR202600024441,,NO_MATCH,,0
CDR202600024496,,NO_MATCH,,0
CDR202600024555,,NO_MATCH,,0
CDR202600024587,,NO_MATCH,,0
CDR202600024634,,NO_MATCH,,0
CDR202600024724,,NO_MATCH,,0
CDR202600024779,,NO_MATCH,,0
CDR202600024795,,NO_MATCH,,0
CDR202600024880,,NO_MATCH,,0
CDR202600024919,,NO_MATCH,,0
CDR202600024922,,NO_MATCH,,0
CDR202600024924,,NO_MATCH,,0
CDR202600024947,,NO_MATCH,,0
CDR202600025022,,NO_MATCH,,0
CDR202600025056,,NO_MATCH,,0
CDR202600025058,,NO_MATCH,,0
CDR202600025259,,NO_MATCH,,0
CDR202600025314,,NO_MATCH,,0
CDR202600025368,,NO_MATCH,,0
CDR202600025476,,NO_MATCH,,0
CDR202600025519,,NO_MATCH,,0
CDR202600025535,,NO_MATCH,,0
CDR202600025677,,NO_MATCH,,0
CDR202600025707,,NO_MATCH,,0
CDR202600025730,,NO_MATCH,,0
CDR202600025819,,NO_MATCH,,0
CDR202600025820,,NO_MATCH,,0
CDR202600025925,,NO_MATCH,,0
CDR202600025959,,NO_MATCH,,0
CDR202600025966,,NO_MATCH,,0
CDR202600025992,,NO_MATCH,,0
CDR202600026041,,NO_MATCH,,0
CDR202600026046,,NO_MATCH,,0
CDR202600026064,,NO_MATCH,,0
CDR202600026132,,NO_MATCH,,0
CDR202600026183,,NO_MATCH,,0
CDR202600026259,,NO_MATCH,,0
CDR202600026290,,NO_MATCH,,0
CDR202600026299,,NO_MATCH,,0
CDR202600026315,,NO_MATCH,,0
CDR202600026330,,NO_MATCH,,0
CDR202600026394,,NO_MATCH,,0
CDR202600026469,,NO_MATCH,,0
CDR202600026486,,NO_MATCH,,0
CDR202600026624,,NO_MATCH,,0
CDR202600026664,,NO_MATCH,,0
CDR202600026712,,NO_MATCH,,0
CDR202600026717,,NO_MATCH,,0
CDR202600026731,,NO_MATCH,,0
CDR202600026812,,NO_MATCH,,0
CDR202600026910,,NO_MATCH,,0
CDR202600027010,,NO_MATCH,,0
CDR202600027116,,NO_MATCH,,0
CDR202600027125,,NO_MATCH,,0
CDR202600027130,,NO_MATCH,,0
CDR202600027185,,NO_MATCH,,0
CDR202600027246,,NO_MATCH,,0
CDR202600027250,,NO_MATCH,,0
CDR202600027345,,NO_MATCH,,0
CDR202600027480,,NO_MATCH,,0
CDR202600027490,,NO_MATCH,,0
CDR202600027580,,NO_MATCH,,0
CDR202600027587,,NO_MATCH,,0
CDR202600027643,,NO_MATCH,,0
CDR202600027646,,NO_MATCH,,0
CDR202600027667,,NO_MATCH,,0
CDR202600027674,,NO_MATCH,,0
CDR202600027775,,NO_MATCH,,0
CDR202600027790,,NO_MATCH,,0
CDR202600027817,,NO_MATCH,,0
CDR202600027839,,NO_MATCH,,0
CDR202600027842,,NO_MATCH,,0
CDR202600027886,,NO_MATCH,,0
CDR202600027964,,NO_MATCH,,0
CDR202600028079,,NO_MATCH,,0
CDR202600028167,,NO_MATCH,,0
CDR202600028180,,NO_MATCH,,0
CDR202600028316,,NO_MATCH,,0
CDR202600028363,,NO_MATCH,,0
CDR202600028610,,NO_MATCH,,0
CDR202600028637,,NO_MATCH,,0
CDR202600028771,,NO_MATCH,,0
CDR202600028820,,NO_MATCH,,0
CDR202600028840,,NO_MATCH,,0
CDR202600028872,,NO_MATCH,,0
CDR202600028903,,NO_MATCH,,0
CDR202600028981,,NO_MATCH,,0
CDR202600029131,,NO_MATCH,,0
CDR202600029135,,NO_MATCH,,0
CDR202600029154,,NO_MATCH,,0
CDR202600029195,,NO_MATCH,,0
CDR202600029308,,NO_MATCH,,0
CDR202600029337,,NO_MATCH,,0
CDR202600029399,,NO_MATCH,,0
CDR202600029420,,NO_MATCH,,0
CDR202600029426,,NO_MATCH,,0
CDR202600029605,,NO_MATCH,,0
CDR202600029614,,NO_MATCH,,0
CDR202600029646,,NO_MATCH,,0
CDR202600029665,,NO_MATCH,,0
CDR202600029709,,NO_MATCH,,0
CDR202600029720,,NO_MATCH,,0
CDR202600029743,,NO_MATCH,,0
CDR202600029777,,NO_MATCH,,0
CDR202600029813,,NO_MATCH,,0
CDR202600029821,,NO_MATCH,,0
CDR202600029845,,NO_MATCH,,0
CDR202600029951,,NO_MATCH,,0
CDR202600029953,,NO_MATCH,,0
CDR202600030062,,NO_MATCH,,0
CDR202600030080,,NO_MATCH,,0
CDR202600030160,,NO_MATCH,,0
CDR202600030220,,NO_MATCH,,0
CDR202600030224,,NO_MATCH,,0
CDR202600030272,,NO_MATCH,,0
CDR202600030310,,NO_MATCH,,0
CDR202600030346,,NO_MATCH,,0
CDR202600030480,,NO_MATCH,,0
CDR202600030506,,NO_MATCH,,0
CDR202600030518,,NO_MATCH,,0
CDR202600030568,,NO_MATCH,,0
CDR202600030675,,NO_MATCH,,0
CDR202600030682,,NO_MATCH,,0
CDR202600030726,,NO_MATCH,,0
CDR202600030745,,NO_MATCH,,0
CDR202600030766,,NO_MATCH,,0
CDR202600030794,,NO_MATCH,,0
CDR202600030865,,NO_MATCH,,0
CDR202600030887,,NO_MATCH,,0
CDR202600030889,,NO_MATCH,,0
CDR202600030911,,NO_MATCH,,0
CDR202600031037,,NO_MATCH,,0
CDR202600031043,,NO_MATCH,,0
CDR202600031052,,NO_MATCH,,0
CDR202600031077,,NO_MATCH,,0
CDR202600031139,,NO_MATCH,,0
CDR202600031175,,NO_MATCH,,0
CDR202600031317,,NO_MATCH,,0
CDR202600031348,,NO_MATCH,,0
CDR202600031426,,NO_MATCH,,0
CDR202600031519,,NO_MATCH,,0
CDR202600031589,,NO_MATCH,,0
CDR202600031600,,NO_MATCH,,0
CDR202600031610,,NO_MATCH,,0
CDR202600031622,,NO_MATCH,,0
CDR202600031633,,NO_MATCH,,0
CDR202600031680,,NO_MATCH,,0
CDR202600031719,,NO_MATCH,,0
CDR202600031769,,NO_MATCH,,0
CDR202600031777,,NO_MATCH,,0
CDR202600031819,,NO_MATCH,,0
CDR202600031824,,NO_MATCH,,0
CDR202600031882,,NO_MATCH,,0
CDR202600031935,,NO_MATCH,,0
CDR202600031968,,NO_MATCH,,0
CDR202600031999,,NO_MATCH,,0
CDR202600032025,,NO_MATCH,,0
CDR202600032145,,NO_MATCH,,0
CDR202600032154,,NO_MATCH,,0
CDR202600032180,,NO_MATCH,,0
CDR202600032192,,NO_MATCH,,0
CDR202600032215,,NO_MATCH,,0
CDR202600032227,,NO_MATCH,,0
CDR202600032298,,NO_MATCH,,0
CDR202600032399,,NO_MATCH,,0
CDR202600032533,,NO_MATCH,,0
CDR202600032540,,NO_MATCH,,0
CDR202600032641,,NO_MATCH,,0
CDR202600032678,,NO_MATCH,,0
CDR202600032801,,NO_MATCH,,0
CDR202600032833,,NO_MATCH,,0
CDR202600032887,,NO_MATCH,,0
CDR202600032901,,NO_MATCH,,0
CDR202600033006,,NO_MATCH,,0
CDR202600033048,,NO_MATCH,,0
